Epoch	SMILES	Valid	Desired	RDKit_Aggregate_TanimotoCombo	SA
24	Cc1nn2nc(O)c(Cc3ccc(F)cc3)c(O)c2n1	1.0	1	0.995	0.901
24	O=C(O)c1ccccc1Oc1ccc(C(F)(F)F)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.965	0.972
24	O=C(O)c1ccccc1Oc1ccc(C#N)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.973	0.973
24	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	1	0.616	0.974
24	O=C(c1cnccc1)c1cc(F)ccc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.923	0.978
24	CCCCC(=O)Nc1ccc(C(=O)c2cccc(C)c2)c2ccccc12	1.0	1	0.81	0.986
24	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(N2CCOCC2)cc1	1.0	1	0.728	0.973
24	COc1cccc(Cn2c(=O)c(CC(=O)NCc3ccc(F)cc3)c(Oc3ccc(Cl)c(C)c3)nc2Cl)c1	1.0	0	0.005	0.943
24	COc1ccc2nc(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)n(N)c2c1NS1	0.0	0	0.0	0.0
24	CCCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.999	0.937
24	O=C(O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)CS(=)(O)=O)cc1	0.0	0	0.0	0.0
24	COc1cc(S(=O)(=O)NCc2ccc(OC(F)(F)F)cc2)ccc1	1.0	1	0.736	0.985
24	Cn1c(O)c(NS(=O)(=O)c2ccccc2)c2c1ccc(O)c2NC	1.0	1	0.776	0.94
24	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2nc(C)c[nH]2)cc1	1.0	1	0.836	0.948
24	CNS(=O)(=O)c1ccc(CNC(=O)c2ccccc2)cc1	1.0	1	0.787	0.992
24	Cc1[n+]([O-])cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1	1.0	1	0.896	0.948
24	Nc1nn2c(O)c(Cc3ccc(F)cc3)c(C3CC3)nc2n1	1.0	1	1.0	0.929
24	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Cl)ccc1	1.0	1	1.0	0.929
24	COc1ccc(S(=O)(=O)Nc2cccc(C(=O)Nc3ccccc3)c2)cc1	1.0	1	0.729	0.991
24	CC1CCN(C(=O)C(CCn2nccc2C#N)NS(=O)(=O)c2cc(Cl)c(N)c(Cl)c2)CC1	1.0	1	0.747	0.768
24	CC(C)(c1ncco1)c1ccccc1S(=O)(=O)Nc1ccc(Cl)cc1	1.0	1	0.892	0.951
24	CCSc1cccc2c1ccn2Cc1ccc(OC(C)(C)C(=O)O)cc1	1.0	1	0.815	0.965
24	O=c1c(CCc2ccccc2)cccn1	0.0	0	0.0	0.0
24	Oc1c(Cc2cccc(Cl)c2)c(C2CC2)nc2[nH]cnc12	1.0	1	0.986	0.922
24	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1cccs1	1.0	1	0.626	0.963
24	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)cccn1	1.0	1	0.829	0.975
24	COc1nc(Br)cnc1NS(=O)(=O)c1c(Br)cc(Cl)s1	1.0	1	0.899	0.866
24	CCOC(=O)N1CCC(NS(=O)(=O)c2cccc3c2ccc(NC(C)=O)c13)C(C)C	1.0	0	0.005	0.138
24	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Br)c(Cl)cc1	1.0	1	1.0	0.899
24	CCCC(=O)C1=C(O)C(=O)N(c2ccccc2)C1C1CCCCC1	1.0	1	0.998	0.917
24	CC(=O)NC1CCN(c2ccc(C)cc2)C1=O	1.0	1	0.875	0.961
24	Oc1cc(CSc2cccc(F)c2F)nc2nc(Cc3ccccc3)nn12	1.0	1	0.953	0.937
24	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1cccc(Cl)c1	1.0	1	0.909	0.955
24	Cc1ccc(S(=O)(=O)NCCCC(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1	1.0	1	0.472	0.985
24	O=S(=O)(Nc1cc(Cl)ccc1Cn1nnnc1C1CC1)c1ccc(Cl)c(Cl)c1	1.0	1	0.96	0.955
24	Nc1nn2c(O)c(Cc3cccc(F)c3)c(C3CC3)nc2n1	1.0	1	1.0	0.921
24	CS(=O)(O)=Nc1ccc(C(=O)c2ccccc2)c2ccccc12	1.0	1	0.901	0.922
24	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3nccnc3)c3c2cccc3)CC1	1.0	1	0.533	0.957
24	O=S(=O)(NCCCN1CCCCC1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.742	0.967
24	O=S(=O)(Nc1cc(Cl)ccc1Cn1nnnc1C1CC1)c1ccc(Cl)cc1	1.0	1	0.939	0.963
24	CCc1nn2c(Cc3ccc(F)cc3)cnc2n1Cc1ccc(Cc2ccccc2)cc1	1.0	1	0.789	0.954
24	CC(=O)C1=C(O)C(=O)N(c2cc(C)ccc2)CC1c1cc(Br)ccc1	1.0	1	0.984	0.895
24	CC(=O)C1=C(O)C(=O)N(c2cc(C)ccc2)CC1c1ccccc1	1.0	1	0.956	0.921
24	CNS(=O)(=O)c1ccc(CNC(=O)c2ccccc2)cc1	1.0	1	0.787	0.992
24	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(F)ccc1	1.0	1	1.0	0.928
24	O=C(O)c1c(Oc2ccccc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.947	0.986
24	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1C1CCCCC1	1.0	1	0.999	0.892
24	CCOc1cnc(NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1	0.847	0.986
24	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(O)cc2C#N)cc1	1.0	1	0.792	0.976
24	Cc1ccccc1C(=O)Nc1ccc(N2CCN(Cc3ccccc3)CC2)c(C)c1N	1.0	1	0.522	0.979
24	CCC(C(=O)Nc1ccc(C(=O)NC)cc1)c1ccccc1	1.0	1	0.778	0.977
24	CCc1ccc(C(C)NC(=O)c2cccnc2)cc1	1.0	1	0.923	0.977
24	Cc1ccccc1CN1C(=O)c2c(C(=O)c3ccccc3)c(C)nc2OC1C(C)C	0.0	0	0.0	0.0
24	CCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	1	0.994	0.913
24	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2)C1C1CCCCC1	1.0	1	0.905	0.919
24	COc1ccc(Nc2nc(N3CC(N)CC3)c3cc[nH]c3n2)cc1	1.0	1	0.809	0.911
24	CC(=O)NCCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.842	0.975
24	CCCC1(C)Cc2ccccc2C2=C1C=Nc1ccccc21	1.0	1	0.923	0.907
24	COc1nc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)[nH]2C	0.0	0	0.0	0.0
24	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccccc2)cc1	1.0	1	0.816	0.989
24	CC(=O)Nc1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1	1.0	1	0.962	0.981
24	Cc1nn2c(O)cc(CSc3ccc(Cl)cc3)nc2n1	1.0	1	0.989	0.946
24	O=C(NCCN(C1CCCCC1)C1CC1)N1CCC(N2C(=O)c3ccccc3C2=O)CC1)	0.0	0	0.0	0.0
24	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(OC(F)(F)F)cc1	1.0	1	0.886	0.973
24	O=C(Nc1ccccc1)Nc1ccccn1	1.0	1	0.749	0.993
24	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	1	0.617	0.974
24	CC(C)Oc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.884	0.977
24	N#Cc1cc(NS(=O)(=O)c2ccccc2)c(C(=O)O)c1C	0.0	0	0.0	0.0
24	CCOC(=O)c1nc2cc(C)c(C)cc2oc1=O	1.0	1	0.784	0.968
24	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(C)c1	1.0	1	0.826	0.958
24	CC(=O)C1=C(O)C(=O)N(c2ccc(F)cc2F)C1C1CCCCC1	1.0	1	0.999	0.902
24	CS(=O)(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2)c(Oc2ccccc2)cc1	1.0	1	0.894	0.984
24	COc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccncc2)cc1	1.0	1	0.911	0.981
24	CN(C)C(=O)C(C)(C)c1ccc(S(=O)(=O)Nc2ccc(C(C)(C)C)cc2)cc1	1.0	1	0.734	0.97
24	O=C(O)c1c(Oc2ccccc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)cccc1	1.0	1	0.963	0.975
24	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(CN)cccn2)cc1	1.0	1	0.932	0.967
24	N#Cc1cc(S(=O)(=O)Nc2cc(Cl)ncc2C(N)=O)ccc1	1.0	1	0.742	0.967
24	Cc1ccc(F)cc1NS(=O)(=O)c1ccccc1	1.0	1	0.803	0.992
24	COc1c(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.974	0.986
24	CC(C)c1nc(NS(=O)(=O)c2cccc(Cl)c2)nc2c1ccccc2	0.0	0	0.0	0.0
24	O=C(NCCc1ccc(F)cc1)c1cc(C(F)(F)F)ccc1NC1CC1	1.0	1	0.751	0.981
24	O=C(O)c1cc(Oc2ccccc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)ccc1	1.0	1	0.946	0.983
24	Cc1cccc(CN2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)(C)C)cc2)ccc3Cl)c1	0.0	0	0.0	0.0
24	CC1CCN(C(=O)C(CCn2ccnn2)NS(=O)(=O)c2cc(Cl)c(N)c(Cl)c2)CC1	1.0	1	0.866	0.826
24	O=C(O)c1c(Oc2ccccc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.947	0.986
24	CC(c1cc(Cl)ccc1NS(=O)(=O)c1cc(Cl)ccc1)(	0.0	0	0.0	0.0
24	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)n2C1CCOCC1	1.0	1	0.939	0.923
24	CN(C)c1ccncc1N1C(=O)c2ccccc2C1=O	1.0	1	0.801	0.973
24	C(=O)Nc1ccc(C(=O)c2c3c(cccc3)CC2C(=O)c2ccc(Cl)cc2)cc1	0.0	0	0.0	0.0
24	COc1c(Oc2ccc(Cl)c(S(C)(=O)=O)c2)ccc(C(=O)NCC(=O)O)c1	1.0	1	0.837	0.979
24	CCN(CC)CC1C(=O)c2ccccc2C1C(=O)Nc1ccc(C)cc1	1.0	1	0.854	0.873
24	COC(=O)C1=C(O)C(=O)N(c2ccc(S(N)(=O)=O)cc2)C1C1CCCCC1	1.0	1	0.959	0.905
25	COc1ccc(Cc2c(OC3C4COC(C3)C3C4)ccc3[n+]2[O-])ccc1	0.0	0	0.0	0.0
25	CS(=O)(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2)c(C(F)(F)F)[nH]c1	0.0	0	0.0	0.0
25	O=[N+]([O-])c1c(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cccc1	1.0	1	0.968	0.977
25	O=C(O)c1cc(Oc2ccccc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)ccc1	1.0	1	0.946	0.983
25	O=C(O)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.905	0.971
25	COc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccncc2)cc1	1.0	1	0.911	0.981
25	O=C(O)c1c(Oc2c(Cl)cccc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.963	0.98
25	Cc1cc(C)nc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cc1	0.0	0	0.0	0.0
25	Cc1nn(Cc2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1	0.901	0.975
25	Cc1c(C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)cccc1	1.0	1	0.599	0.99
25	Cc1ccccc1Oc1ccc(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1	1.0	1	0.751	0.981
25	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	1.0	1	0.597	0.973
25	CCCCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.999	0.937
25	O=C(O)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.972	0.984
25	COc1cc(NS(=O)(=O)c2ccc(N3C(=O)c4c(cccc4)C3=O)cc2)ccc1	1.0	1	0.683	0.984
25	Cc1nn2c(O)cc(CSc3ccc(F)cc3F)nc2n1	1.0	1	0.957	0.929
25	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1cc(Br)ccc1	1.0	1	0.999	0.948
25	N#Cc1ccc(OC(=O)c2cc(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)ccc2)cc1	1.0	1	0.68	0.978
25	Cn1nnnc1Cc1nccn1S	1.0	1	0.758	0.75
25	Oc1cc(C(O)c2ccccc2)ccc1	1.0	1	0.922	0.978
25	CC1CCN(C(=O)C(=O)Nc2ccc(Cl)cc2)CC1	1.0	1	0.835	0.987
25	O=C(O)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.972	0.984
25	CC(=O)C1=C(O)C(=O)N(c2cc(Cl)ccc2)C1C1CCCCC1	1.0	1	0.998	0.92
25	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(OC(F)(F)F)cc1	1.0	1	0.886	0.973
25	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2ccccn2)cc1	1.0	1	0.876	0.979
25	Cc1ncccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.964	0.964
25	Cn1ncnc1Cc1ccc(Cl)cc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.932	0.953
25	Cc1c2P(=O)(O)ccc2c2ccc(Cl)cc12	0.0	0	0.0	0.0
25	CS(=O)(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)cccc2)cc1	1.0	1	0.915	0.978
25	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	1.0	1	0.597	0.973
25	CCOc1c(OC)cc(C=NNc2c([N+](=O)[O-])cc(S(=O)(=O)N(CC)CC)cc2)cc1	1.0	1	0.72	0.963
25	O=[N+]([O-])c1ccccc1Oc1ccc(C(F)(F)F)cc1	1.0	1	0.855	0.988
25	CC(=O)NCc1ccc(CNC(=O)c2cc(Cl)ccc2)cc1	1.0	1	0.755	0.991
25	COc1nc(CO)c(C)nc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.901	0.942
25	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)C4CC4)CC3)c3c2cccc3)cccc1	1.0	1	0.552	0.97
25	COc1ccc(S(=O)(=O)NC(=O)NCCCCN2CCN(Cc3ccccc3)CC2)cc1	1.0	0	0.333	0.98
25	COc1cc(Br)cc2nc(C)cc(O)c12	1.0	1	0.706	0.96
25	CNS(=O)(=O)c1ccc(CNC(=O)c2ccccc2)cc1	1.0	1	0.787	0.992
25	CCCC(=O)OCC(=O)Nc1ccc(S(=O)(=O)Nc2cccc(C)c2C(F)(F)F)cc1	1.0	1	0.63	0.967
25	CCCC=S(=O)(=O)Nc1ccc(-c2c(O)cccc2)cc1	0.0	0	0.0	0.0
25	O=C(O)c1c(F)cccc1Oc1cc(Cl)c(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.934	0.971
25	CCOc1cnc(NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1	0.847	0.986
25	CCc1ccc(-c2nc3cc(Cl)ccc3c(=O)o2)cc1	1.0	1	0.787	0.985
25	O=[N+]([O-])c1c(OC(F)(F)F)cccc1On1cnnc1	1.0	1	0.914	0.83
25	CCCCOc1nc(Br)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.841	0.949
25	Cc1c(C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)cccc1	1.0	1	0.599	0.99
25	O=[N+]([O-])c1ccc(F)cc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.953	0.976
25	CNS(=O)(=O)c1ccc(Cl)cc1C(=O)c1ccc(O)c(C(F)(F)F)c1	1.0	1	0.833	0.962
25	CN(C)c1ccc(S(=O)(=O)NC(C)(C)C)cc1Cl	1.0	1	0.733	0.973
25	O=C(O)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.943	0.976
25	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2nccn2C)cc1	1.0	1	0.916	0.973
25	N#Cc1cc(N2CCC(N)(C(=O)N3CCc4c(cccc4)C3)CC2)ccc1	1.0	1	0.777	0.952
25	O=C(O)c1cc(Oc2ncccc2O)ccc1	1.0	1	0.745	0.981
25	Cn1ncc2c1cccc2NS(=O)(=O)c1c(Cl)c(Cl)cs1	1.0	1	0.862	0.921
25	CCCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C(c2cccc(C)c2)C1CCc1cc(C)cc1	0.0	0	0.0	0.0
25	CCCCCc1nc2nc(N)nn2c(O)c1Cc1ccccc1	1.0	1	1.0	0.949
25	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ncc1	1.0	1	0.844	0.97
25	O=C(O)c1c(Oc2ccccc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.947	0.986
25	CCc1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1Oc1c(C)cccc1	1.0	1	0.981	0.98
25	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(N)nccn2)cc1	1.0	1	0.817	0.966
25	Cc1nn2c(O)c(Cc3ccc(Cl)cc3)ncc2n1	1.0	1	0.994	0.937
25	O=S(=O)(Nc1cc(Cl)ccc1Cn1cncn1)c1ccc(Cl)c(Cl)c1	1.0	1	0.927	0.969
25	O=[N+]([O-])c1ccccc1OC(N)c1cccc(C(F)(F)F)c1	1.0	1	0.834	0.921
25	CC(=O)NC1c2ccccc2OCC1c1ccccc1	1.0	1	0.902	0.914
25	O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1ccc(OC(=O)c2ccccc2)cc1	1.0	1	0.461	0.981
25	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)cccc1)OC2	1.0	1	0.937	0.977
25	CS(=O)(=O)c1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)c2ccncc2)cc1	1.0	1	0.849	0.976
25	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)cccc2)cc1	1.0	1	0.939	0.979
25	CCCC(=O)N1CCC(NS(=O)(=O)c2ccccc2)CC1	1.0	1	0.866	0.986
25	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccc(Cl)c1	1.0	1	0.904	0.966
25	COc1ccc2c3c(cccc3c1)NS(=O)(=O)c1ccsc12	0.0	0	0.0	0.0
25	O=C(O)c1c(Oc2c(Cl)cccc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.963	0.98
25	Cc1c(C(=O)Nc2ccc(S(=O)(=O)Nc3ccc(S(N)(=O)=O)cc3)cc2)cccc1	1.0	1	0.513	0.986
25	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)nc1	1.0	1	0.921	0.972
25	CCOc1ccccc1OC(=S)N1CCN(Cc2ccc(Cl)cc2)CC1	1.0	1	0.763	0.979
25	COc1ccc(S(=O)(=O)Nc2ccc(C)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1	1.0	1	0.72	0.979
25	CC(=O)C1=C(O)C(=O)N(c2cccc(Br)c2)C1C1CCCCC1	1.0	1	0.998	0.91
25	O=[N+]([O-])c1cc(F)ccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.958	0.972
25	O=C(NS(=O)(=O)c1ccccc1)N1CCOCC1	1.0	1	0.819	0.985
25	CC(=O)NC(C)c1ccc(C(=O)Nc2cccc(CCNCc3ccccc3)c2)cc1	1.0	1	0.483	0.965
25	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)CC1	1.0	1	0.843	0.979
25	O=C(c1cccnc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2cnco2)cc1	1.0	1	0.84	0.964
25	COc1ncc(NS(=O)(=O)c2ccc(Cl)cc2)ccc1	0.0	0	0.0	0.0
25	CCOC(=O)Cc1c(C(=O)OC)c(N2CCN(C)CC2)nc2ccccn12	0.0	0	0.0	0.0
25	O=C(O)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.967	0.98
25	COc1c2c(NS(=O)(=O)c3cccc(Cl)c3)nn(Cc3ccccc3)c2ccc1	1.0	1	0.801	0.975
25	Nc1nn2c(O)c(Cc3cccc(F)c3)c(N3CCOCC3)nc2n1	1.0	1	0.999	0.931
25	CC(C)Oc1c(Cl)cc(S(=O)(=O)Nc2ccccc2C(=O)c2ccncc2)cc1	1.0	1	0.86	0.976
25	CNC(=O)c1cccnc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.942	0.97
25	Cc1cccc(N2C(=O)C(O)=C(C(=O)Nc3ccc(C(C)(C)C)cc3)C2c2ccc(Cl)cc2)c1	1.0	1	0.972	0.931
25	CCCCc1ccc(C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)cc1	1.0	1	0.495	0.989
25	O=C(O)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1cc(Cl)c(Cl)s1	1.0	1	0.967	0.963
25	O=S(=O)(Nc1cc(Cl)ccc1Cn1cnnn1)c1ccc(Cl)c(Cl)c1	1.0	1	0.911	0.963
25	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC(C)C)cc2)ccn1	1.0	1	0.846	0.972
25	CS(=O)(=O)Nc1cc(Cl)ccc1OCCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1	1.0	1	0.82	0.963
25	N#Cc1cccn1CCC(NS(=O)(=O)c1cccc2c1cc[nH]2)C(=O)N1CCC(OC2=NCC(C)CC2)CC1	1.0	0	0.005	0.465
25	COc1nc(Br)cnc1NS(=O)(=O)c1ccc(C#N)cc1	1.0	1	0.843	0.957
25	CC(=O)NCc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1	1.0	1	0.878	0.976
25	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Cl)ccc1	1.0	1	1.0	0.929
25	COc1c(S(=O)(=O)NC(=O)Oc2ccccc2)cccc1O	1.0	1	0.798	0.976
26	CCN(CC)CCCC(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	1.0	1	0.695	0.973
26	O=C(O)c1c(Oc2ccccc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cccc1	1.0	1	0.947	0.983
26	O=S1(=O)NC(NCc2ccccc2)CCc2ccccc21	1.0	1	0.946	0.883
26	O=[N+]([O-])c1cnc(NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1	0.809	0.983
26	CC1CCN(C(=O)C(CCn2cccc2C#N)NS(=O)(=O)c2ccc3[nH]ccc3c2)C(=O)C(=O)O1	1.0	1	0.788	0.537
26	COc1cc(NS(=O)(=O)c2ccc(Cl)s2)c(C)cc1	1.0	1	0.798	0.983
26	O=[N+]([O-])c1c(Nc2ccc(Cl)c(Cl)c2)cccc1	1.0	1	0.824	0.989
26	Cc1ncccc1Oc1ncc(C#N)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.941	0.953
26	N#Cc1cc(S(=O)(=O)Nc2cc(Cl)ccc2Cn2nccn2Cc2ccccc2)cc1	0.0	0	0.0	0.0
26	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)NCCc2ccccc2)cc1	1.0	1	0.913	0.986
26	O=S(=O)(Nc1ncc(Br)nn1CCc1cc(Cl)ccc1)c1ccc(Cl)cc1	0.0	0	0.0	0.0
26	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)ccc[n+]1[O-]	1.0	1	0.894	0.94
26	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cccc(C(=O)O)c2)cc1	1.0	1	0.859	0.977
26	O=C(O)c1c(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.972	0.984
26	COc1nc(Oc2c(Cl)cc(Cl)cc2-c2ccccc2)ccc1	1.0	1	0.884	0.976
26	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)cccc1	1.0	1	0.921	0.973
26	Cc1ccc(OS(=O)(=O)c2cc(C(F)(F)F)ccc2)cc1	1.0	1	0.764	0.985
26	C=CCOC(=O)N1CCN(C(=O)C(CCc2ccccc2)c2ccccc2)CC1	1.0	1	0.841	0.942
26	Cc1c(S(=O)(=O)Nc2ccc(S(=O)(=O)NCC3CCN(Cc4ccccc4)CC3)cc2)cccc1	1.0	1	0.381	0.976
26	Cc1nc(N)cnc1NS(=O)(=O)c1cc(Cl)ccc1	1.0	1	0.935	0.964
26	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccc(Cl)c(Cl)c1	1.0	1	0.92	0.951
26	CC(=O)C1=C(O)C(=O)N(c2cc(C)ccc2)C1c1ccccc1	1.0	1	0.999	0.959
26	CC(=O)C1=C(O)C(=O)N(c2ccc(Cl)cc2)C1C(C)C)c1ccccc1	0.0	0	0.0	0.0
26	Cc1cc(Oc2c(C(=O)O)cccc2)c(C)cc1	1.0	1	0.889	0.991
26	CC(=O)C1=C(O)C(=O)N(c2cc(Cl)cc(Cl)c2)C1C1CCCCC1	1.0	1	0.915	0.894
26	O=S(=O)(NCCCN1CCCCCC1)C1CCC(F)(F)CC1	1.0	1	0.809	0.942
