Epoch	SMILES	Valid	Desired	ROCS_CCR2_SDF	ROCS_Model3-4_SQ	SA
23	COc1nccnc1NS(=O)(=O)c1ccccc1Cl	1.0	0	0.961	0.087	0.977
23	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC(C)C)cc2)ccn1	1.0	0	0.865	0.067	0.972
23	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccc(Cl)c(Cl)c1	1.0	1	0.989	0.103	0.951
23	O=C(c1cccnc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2ncco2)cc1	1.0	0	0.862	0.078	0.964
23	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)CC)cc2)CC1	1.0	0	0.745	0.048	0.98
23	Cc1cc(Oc2c(F)cc(F)cc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccn1	1.0	1	0.984	0.143	0.958
23	O=C(O)c1c(NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	0	0.951	0.087	0.992
23	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	1.0	0.147	0.929
23	N#Cc1ccc(Oc2ncc(Cl)c(C(N)=O)c2)cc1Cc1ccccc1	1.0	0	0.914	0.066	0.968
23	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(c2c(F)nccc2)C3=O)cc1	1.0	0	0.848	0.1	0.937
23	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cccnc2)cc1	1.0	0	0.942	0.083	0.977
23	CC1(c2ccc(S(=O)(=O)Nc3ccc(Cl)cc3C(=O)c3ccccc3)cc2)ccc2ccccc21	1.0	0	0.867	0.078	0.892
23	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC(C)C)cc2)cccn1	1.0	0	0.86	0.077	0.973
23	Cc1ncnc(C)c1C=O	1.0	0	0.764	0.033	0.928
23	Nc1nn2c(O)c(Cc3ccccc3)c(C3CCCC3)nc2n1	1.0	1	1.0	0.192	0.938
23	COc1cc(C(=O)NCCCn2c(Br)cnc2)ccc1O	1.0	0	0.884	0.05	0.96
23	O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccc(Cl)cc2)ccc1	1.0	0	0.896	0.066	0.989
23	CC(=O)C1=C(O)C(=O)N(c2cc(C)ccc2)C1=O	1.0	0	0.993	0.082	0.964
23	O=S(=O)(Nc1cc(Cl)ccc1Cn1cncn1)c1ccc(Cl)cc1	1.0	1	0.99	0.103	0.975
23	Cc1cccnc1C(=O)Nc1ccc(Cc2ccccc2)cc1	1.0	0	0.833	0.051	0.99
23	O=C(c1cc[n+]([O-])cc1)c1cc(Cl)ccc1NS(=O)(=O)c1cc(F)c(F)cc1	1.0	0	0.94	0.077	0.957
23	CCCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1cc(Br)ccc1	1.0	1	0.998	0.121	0.932
23	COc1c(C)nc(N2C(=O)c3ccc(Cl)cc3C2=O)cc1	1.0	0	0.953	0.087	0.974
23	CCC(CC)(NS(=O)(=O)c1ccc(C(F)(F)F)cc1)C(=O)O	1.0	0	0.821	0.049	0.959
23	O=S(=O)(Nc1c(Cl)cc(NS(=O)(=O)c2ccc(Cl)cc2)cc1)c1ccccc1	1.0	0	0.797	0.083	0.986
23	Cc1ccc(-c2ncc(OC)c(NS(=O)(=O)c3ccc(C)cc3)n2)nc1N	1.0	1	0.921	0.118	0.96
23	CC(C)(c1ncc(S(=O)(=O)c2ccc(Cl)cc2)cc1)c1cn(C23CCNCC2NS3)=Nc2ccccc21	0.0	0	0.0	0.0	0.0
23	O=C(n1cc(C(=O)c2cccc3ccccc23)c2ccccc2)c2ccccc21	0.0	0	0.0	0.0	0.0
23	COc1nc(Br)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	0	0.941	0.086	0.95
23	O=C(O)c1ccccc1Oc1c(Cl)cccc1Cl	1.0	0	0.926	0.046	0.988
23	CCCn1c(O)nc2c1c1ccccc1c(=O)oc2	0.0	0	0.0	0.0	0.0
23	O=C(O)c1c(F)cccc1Oc1ncc(Cl)c(NSc2ccc(F)cc2[N+](=O)[O-])c1	1.0	0	0.725	0.044	0.9
23	CS(=O)(=O)c1cccc(C(=O)Nc2ccc(Cl)cc2)c1	1.0	0	0.816	0.041	0.993
23	COc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccncc2)cc1	1.0	0	0.938	0.087	0.981
23	N#Cc1c(Sc2ccccc2)cc(-c2ccccc2)n12	0.0	0	0.0	0.0	0.0
23	Cn1ncc2c1cccc2NS(=O)(=O)c1ccc(C(F)(F)F)cc1	1.0	1	0.909	0.12	0.975
23	Cc1ccccc1C(=O)Nc1ccc(S(=O)(=O)Cc2ccc(Cl)cc2)cc1	1.0	0	0.646	0.056	0.988
23	O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccccc1	1.0	0	0.908	0.048	0.993
23	CC(=O)C1=C(O)C(=O)N(c2cc(C)c(Cl)cc2)C1C1CCCCC1	1.0	0	0.999	0.093	0.907
23	CC(=O)C1=C(O)C(=O)N(c2ccc(Cl)c(Cl)c2)C1C1CCCCC1	1.0	0	0.999	0.097	0.91
23	Cc1ccc(N2C(=O)C(O)=C(C(=O)c3ccccc3)C2C2CCCCC2)cc1	1.0	1	0.997	0.173	0.933
23	COc1nc(C)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.953	0.109	0.964
23	CCCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1cccc(Cl)c1	1.0	1	0.999	0.105	0.938
23	CCCC(=O)C1=C(O)C(=O)N(c2cc(C)c(C)cc2)C1C1CCCCC1	1.0	0	0.999	0.096	0.894
24	N#CSCCNC(=O)c1cc(Cl)nc(N2CCOCC2)c1N1CCCC1	1.0	0	0.924	0.08	0.895
24	CC(C)(O)c1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccncc2)cc1	1.0	0	0.905	0.069	0.969
24	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(CCc3ccccc3)nc2n1	1.0	1	0.999	0.151	0.95
24	N#Cc1cc(S(=O)(=O)Nc2cc(Cl)ccc2Cn2ccnn2)ccc1	1.0	0	0.987	0.092	0.957
24	Cc1c(C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)cccc1	1.0	0	0.713	0.05	0.99
24	COc1ccc(Sc2cc(C(=O)Nc3ccccc3)ccc2)cc1	1.0	0	0.817	0.044	0.99
24	CCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.999	0.198	0.935
24	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2nnn(CCCN3CCCCC3)n2)cc1	1.0	0	0.005	0.005	0.942
24	CC(C)(CO)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.831	0.073	0.966
24	CC(C)Oc1ccc(S(=O)(=O)NCCc2cccc3c2cccc3)cc1	1.0	0	0.857	0.059	0.985
24	COc1cc(NS(=O)(=O)c2ccc(NS(=O)(=O)c3ccc(Cl)s3)c2)ccc1	0.0	0	0.0	0.0	0.0
24	CC(=O)C1=C(O)C(=O)N(c2cc(F)c(Cl)cc2F)C1=O	1.0	0	0.994	0.09	0.932
24	O=C(Nc1ccc(Oc2ccc(Cl)cn2)cc1)c1cccnc1	1.0	0	0.789	0.046	0.986
24	COc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccncc2)cc1	1.0	0	0.938	0.087	0.981
24	O=C(O)c1c(Oc2ccc(Cl)c(CO)c2)cccc1	1.0	0	0.919	0.047	0.987
24	O=S(=O)(Nc1ncc(Cl)nc1OCc1ccccc1CO)c1cccc(CF)c1	1.0	1	0.916	0.122	0.94
24	Oc1cc(CSc2nc(C3CC3)nc3nccn32)ccc1	1.0	0	0.86	0.054	0.939
24	Cc1c(C(=O)Nc2ccc(S(=O)(=O)N3CCCCCC3)cc2)cccn1	1.0	0	0.722	0.054	0.984
24	Cc1noc(C)c1-c1cc(C(=O)c2cc(Cl)ccc2)c(O)cc1Cl	1.0	0	0.923	0.091	0.963
24	COc1cc(C(=O)CCN2C(=O)c3ccccc3C2=O)ccc1Cl	1.0	0	0.907	0.075	0.985
24	Cc1ccc(Nc2nc(Cl)cnc2NS(=O)(=O)c2cc(C)ccc2)cc1	1.0	0	0.961	0.094	0.97
24	Cn1ncc2c1ncnc2NS(=O)(=O)c1c(Cl)c(Cl)ccc1Cl	1.0	1	0.932	0.104	0.946
24	Cc1c(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)ccc[n+]1[O-]	1.0	0	0.832	0.098	0.903
24	CCCC(=O)N1COCC1CNc1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0	0.929	0.091	0.878
24	Cc1ncc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1	1.0	0	0.936	0.085	0.974
24	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(C3CCCC3)nc2n1	1.0	1	0.999	0.2	0.924
24	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC(C)(C)C)cc2)cccn1	1.0	0	0.901	0.08	0.968
24	O=S1(=O)NC(Nc2ccc(Br)cc2)Nc2ccccc21	1.0	0	0.941	0.063	0.85
24	Cc1noc(C)c1S(=O)(=O)Nc1ccc(F)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.974	0.122	0.962
24	Cc1ccc(S(=O)(=O)NC(c2ccccc2)c2ccccc2)cc1	1.0	0	0.959	0.077	0.99
24	Cc1ccc(Oc2c(=O)c(C(=O)O)cc(F)c2)cc1	0.0	0	0.0	0.0	0.0
24	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)c(CNCCN)ccc2O)cc1	1.0	0	0.75	0.061	0.943
24	Cc1c(C(=O)Nc2ccc(S(=O)(=O)Nc3cccc(C(F)(F)F)c3)cc2)cccc1	1.0	0	0.589	0.056	0.985
24	Cc1c(-c2ccccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc[n+]1[O-]	1.0	0	0.923	0.081	0.956
24	COc1nc(F)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.953	0.109	0.948
24	COc1cc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cnc1	1.0	0	0.764	0.092	0.939
24	O=C(NCCc1ccccc1)c1ccccc1Oc1ccc(Cl)cc1CO[N+](=	0.0	0	0.0	0.0	0.0
24	N#Cc1c(Oc2c(Cl)cccc2NS(=O)(=O)c2ccc(Cl)cc2)nccn1	1.0	0	0.985	0.093	0.956
24	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	0	1.0	0.093	0.929
24	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2c(C)nccc2)cc1	1.0	0	0.825	0.085	0.971
24	COc1ccc2c(c1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)cnn2C	1.0	1	0.952	0.125	0.96
24	O=C(O)c1ccccc1Oc1ccc(C(F)(F)F)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.97	0.104	0.977
24	Cc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccncc2)cc1	1.0	0	0.951	0.091	0.981
24	CC(C)COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.931	0.105	0.945
24	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(NCCO)ncc(Cl)c2)cc1	1.0	1	0.918	0.148	0.953
24	CC(=O)C1=C(O)C(=O)N(c2cc(F)c(Cl)cc2)C1=O	1.0	0	0.994	0.089	0.951
24	CC(=O)NC1CCC(NS(=O)(=O)c2ccc(OCc3ccccc3)cc2)CC1	1.0	0	0.647	0.043	0.983
24	CNS(=O)(=O)c1cccc(C(=O)Nc2ccc(Cl)cc2)c1	1.0	0	0.777	0.05	0.991
24	Cc1ccc(S(=O)(=O)NCCCN2CCC(O)(c3ccc(Cl)cc3)CC2)cc1	1.0	0	0.687	0.055	0.974
24	Cc1nc2nc(N)nn2c(O)c1Cc1ccc(Cl)c(Cl)c1	1.0	1	1.0	0.144	0.944
24	CCc1ncnc(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1	1.0	0	0.946	0.091	0.964
24	COc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C3(C)CCOCC3)cc2)cc1	1.0	0	0.861	0.086	0.958
24	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(C3CC3)nc2n1	1.0	1	1.0	0.161	0.922
24	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	1.0	0.147	0.929
24	CC(=O)Nc1ccc(S(=O)(=O)NC(CCN(C)C)C(=O)c2ccccc2)cc1	1.0	0	0.815	0.061	0.949
24	COc1c(C)nc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cc1	1.0	0	0.791	0.094	0.933
24	CC(C)NS(=O)(=O)c1ccc(CNC(=O)c2cccc3c2cnn3-c2ccccc2)cc1	1.0	0	0.601	0.045	0.975
24	CN(C)c1cc2c(cc1Cl)C(=O)C(C)N2C(=O)Nc1ccccc1F	1.0	0	0.923	0.064	0.863
24	Cc1ccc(N2C(=O)C(O)=C(C(C)=O)C2C2CCCCC2)cc1	1.0	0	1.0	0.093	0.929
24	CS(=O)(=O)Nc1cc(CSc2cccc(Br)c2)cc(C(F)(F)F)c1	1.0	0	0.678	0.039	0.966
24	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)C3CCCCC3)c3c2cccc3)CC1	1.0	0	0.64	0.053	0.965
24	CC(=O)c1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)c2ccncc2)cc1	1.0	0	0.953	0.07	0.979
24	O=C(Nc1ccc(C(=O)Nc2ccccc2)c2ccccc12)NO	1.0	0	0.813	0.066	0.986
24	COc1cc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(OC)cccc32)ccc1	1.0	0	0.904	0.083	0.958
24	COc1nn(C)c2c1c(NS(=O)(=O)c1ccc(Cl)s1)c(O)n2CC#CC	1.0	0	0.838	0.075	0.789
24	O=[N+]([O-])c1cc(O)c2Nnc(CNc3ccncc3)n2c1	0.0	0	0.0	0.0	0.0
24	N#Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2)csc1	0.0	0	0.0	0.0	0.0
24	C(=Cc1cc(C2CC2)ccc1)c1ccncc1	1.0	0	0.907	0.042	0.98
24	O=C(NCCN1CCCCC1)c1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0	0.884	0.091	0.981
24	O=C(NCCO)c1ccc(OCc2ccc(Cl)cc2)cc1	1.0	0	0.718	0.054	0.992
24	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)n2C1CNCC(C)C1	1.0	1	0.886	0.111	0.664
24	CC(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1	1.0	0	0.966	0.068	0.978
24	Cn1nnnc1Cc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.988	0.104	0.937
24	Cc1noc(C)c1-c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.901	0.09	0.964
24	COc1nccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1	1.0	0	0.859	0.084	0.969
24	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2ccccc2)cc1	1.0	0	0.92	0.09	0.981
24	N#Cc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccncc2)cc1	1.0	0	0.938	0.088	0.975
24	COc1nc(Br)cnc1NS(=O)(=O)c1c(Cl)cc(Cl)cc1Cl	1.0	0	0.953	0.08	0.939
24	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C)cc2)cccc1	1.0	0	0.968	0.083	0.986
24	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccc(Cl)c1	1.0	0	0.989	0.098	0.966
24	CC(=O)C1=C(O)C(=O)N(c2cc(C)ccc2N)C1c1cccc(C(F)(F)F)c1	1.0	1	0.998	0.102	0.9
24	O=S(=O)(Nc1cc(F)c(F)cc1)c1cccc(Cl)c1	1.0	0	0.932	0.078	0.989
24	CC(=O)C1=C(O)C(=O)N(c2cc(C)ccc2)C1C1CCCCC1	1.0	0	0.999	0.092	0.922
24	O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2)c2ccccc12)c1ccccc1	1.0	0	0.647	0.076	0.988
24	CNC(=O)c1ccc(S(=O)(=O)NC(C)C)cc1Cl	1.0	0	0.743	0.045	0.983
24	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.943	0.081	0.977
24	O=S(=O)(Nc1cc(Cl)ccc1Cn1cncn1)c1cccc(C(F)(F)F)c1	1.0	1	0.993	0.14	0.965
24	CNC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	0	0.649	0.046	0.972
24	CC(C)CN1CC(COC(=O)c2ccc(Cl)s2)OC1COCCO	1.0	0	0.864	0.069	0.606
24	COCc1ccc(-c2nc3nc(NS(=O)(=O)c4ccccc4)ccn3n2)cc1	1.0	0	0.688	0.05	0.964
24	CCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.999	0.198	0.935
24	O=C(O)c1c(F)cccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	0	0.911	0.087	0.96
24	Cn1ncc(C(=O)c2ccccc2)c1N1C(=O)c2cccc(O)c2C1=O	1.0	0	0.881	0.098	0.958
24	Cc1c(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)ccc[n+]1[O-]	1.0	0	0.832	0.098	0.903
24	CCCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccc(Cl)cc1	1.0	0	0.999	0.092	0.943
24	CC(=O)c1c(C)oc2c1cc(NS(=O)(=O)c1ccc(C(C)(C)C)cc1)c1c2cccc1	1.0	1	0.897	0.137	0.962
24	Cc1ccc(-c2c(NS(=O)(=O)c3ccc(Cl)cc3)cccc2)cc1	1.0	0	0.983	0.094	0.991
24	Cn1ncc2c1cccc2NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.924	0.113	0.972
24	COc1c(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C3(C)CCOCC3)cc2)cccc1	1.0	0	0.931	0.079	0.957
24	CC(C)(C)c1ccc(S(=O)(=O)Nc2cc(Cl)ccc2S(=O)(=O)C(C)(C)C)cc1	1.0	0	0.919	0.077	0.967
25	COc1nc(S(F)(F)(F)c(F)c(N=C(N)N)n2nc(O)cc2CC(=O)c2ccccc2)c1C	0.0	0	0.0	0.0	0.0
25	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(NCCO)ncc(Cl)n2)cc1	1.0	1	0.914	0.149	0.941
25	CC(C)c1nc2nc(N)nn2c(O)c1Cc1ccc(Cl)c(Cl)c1	1.0	1	1.0	0.151	0.923
25	COc1c(C)nc(N2C(=O)c3c(C(=O)O)cccc3S2)cc1	1.0	0	0.86	0.084	0.918
25	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0	0.961	0.096	0.983
25	O=C(O)c1cccnc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1	1.0	1	0.966	0.126	0.943
25	CC(=O)C1=C(O)C(=O)N(c2cc(F)c(C)cc2)C1c1ccc(Br)cc1	1.0	0	1.0	0.093	0.938
25	CC(C)(C)c1cc(OS(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)ccc1	1.0	0	0.887	0.064	0.954
25	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OCC(=O)O)cc2)ccc[n+]1[O-]	1.0	0	0.774	0.077	0.949
25	COc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccncc2)cc1	1.0	0	0.938	0.087	0.981
25	COc1nn(C2CCN(C)CC2)c2ccccc12	1.0	0	0.94	0.059	0.968
25	COc1nc(Br)ccc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.943	0.108	0.97
25	N#Cc1cccnc1N1CCC(OCO)CC1	1.0	0	0.944	0.091	0.951
25	CCCCC(=O)CCCCCCCOC(=O)NCCCNC(=O)NCCc1ccc(O)c(OC)c1-c1ccccc1	1.0	0	0.005	0.005	0.931
25	O=C(O)c1c(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	0	0.975	0.086	0.984
25	CN(C)c1ccc(S(=O)(=O)N(C)CC(=O)Nc2ccc(F)cc2)cc1	1.0	0	0.848	0.054	0.985
25	O=S(=O)(NCCc1ccc(F)cc1)c1ccccc1Cl	1.0	0	0.935	0.057	0.99
25	O=S(=O)(Nc1cc(Cl)c(Cl)cc1-c1nc2ccccc2o1)c1ccccc1	1.0	0	0.967	0.094	0.976
25	O=C(c1ccncn1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1	1.0	1	0.944	0.101	0.965
25	CCCC(=O)C1=C(O)C2=C(OC)OC(CO)CC2C1=O	1.0	0	0.93	0.078	0.402
25	COc1ccc(OC)c(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccncc2)c1	1.0	0	0.899	0.084	0.975
25	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)n2C1CCOCC1	1.0	1	0.911	0.118	0.923
25	COc1ccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c2cccc3OC)cc1	1.0	0	0.9	0.063	0.961
25	COc1nc(Br)cnc1NS(=O)(=O)c1cccc(Cl)c1C	1.0	0	0.941	0.076	0.953
25	Cc1cc(Oc2ccc(OCC(=O)O)cc2)cnc1N	1.0	0	0.914	0.047	0.981
25	COc1cc(CNc2nc(Cl)cc(C(F)F)n2)ccc1O	1.0	0	0.907	0.049	0.957
25	CC(=O)C1=C(O)C(=O)N(c2cc(C)ccc2)C1c1ccc(Cl)cc1	1.0	0	1.0	0.091	0.953
25	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(N2CCOCC2)cc1	1.0	0	0.909	0.074	0.973
25	C=CC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1	1.0	0	0.57	0.06	0.963
25	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnc(S(C)(=O)=O)cc2)cc1	1.0	0	0.817	0.081	0.961
25	[O-]=C(C(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1	0.0	0	0.0	0.0	0.0
25	CS(=O)(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	0	0.693	0.068	0.973
25	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ncco2)cc1	1.0	0	0.948	0.081	0.955
25	CC(=O)C1=C(O)C(=O)N(c2cc(Cl)c(C)cc2)c2ccccc21	1.0	0	0.976	0.071	0.971
25	CC(C)CN1C(=O)C(=O)c2cc(Cl)ccc21	1.0	0	0.841	0.059	0.981
25	C=CCN(C(=O)CCCc1ccccc1)c1ccc(Br)cc1	1.0	0	0.876	0.056	0.983
25	CC1CCN(C(=O)c2ccccc2NS(=O)(=O)c2ccc(C#N)cc2)CC1	1.0	1	0.988	0.13	0.981
25	C=CCOc1ccc(C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)cc1	1.0	0	0.636	0.039	0.985
25	Nc1cccnc1N1S(=O)(=O)N=C1Nc1cc(F)c(Cl)cc1	1.0	0	0.941	0.072	0.884
25	O=C(N(C(=O)c1ccccc1)c1cccc(F)c1)c1ccc(N2C(=O)c3ccccc3C2=O)cc1	1.0	0	0.667	0.072	0.972
25	CCCn1c(O)nc2c1NC(=O)c1ccccc1C2OCc1ccc(Cl)cc1	1.0	0	0.948	0.076	0.807
25	CC(C)Sc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.867	0.081	0.97
25	COc1c(NS(=O)(=O)c2csc(F)c2)nc(Cl)nc1	1.0	0	0.959	0.08	0.904
25	Cc1cc(Oc2c(C(=O)O)cccc2)ccc1	1.0	0	0.914	0.05	0.993
25	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(F)cc2C(=O)c2ccncc2)cc1	1.0	0	0.944	0.097	0.976
25	C[n+]1c(C(=O)O)cccc1C1=CCCCC1=O	1.0	0	0.949	0.048	0.831
25	CS(=O)(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2ccncc2)cc1	1.0	0	0.937	0.088	0.979
25	COc1nc(Br)cnc1NS(=O)(=O)c1cc(Cl)cc(Cl)c1	1.0	0	0.941	0.1	0.948
25	Nc1nn2c(O)c(Cc3ccccc3Cl)c(C3CC3)nc2n1	1.0	1	1.0	0.158	0.921
25	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(C3CCCC3)nc2n1	1.0	1	0.999	0.2	0.924
25	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccc(Cl)cc2)cc1	1.0	0	0.951	0.089	0.982
25	CCc1ncnc(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1	1.0	0	0.946	0.091	0.964
25	CC(=O)C1=C(O)C(=O)N(c2ccc(C(F)(F)F)cc2)C1C1CCCCC1	1.0	1	0.999	0.1	0.907
25	Cc1ccccc1Oc1nccnc1Oc1ncc(Cl)cc1C	1.0	0	0.939	0.068	0.955
25	O=C(O)c1c(Oc2ccc(F)cc2)cc(F)cc1	1.0	0	0.93	0.052	0.991
25	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(c2ccncc2)C3=O)cc1	1.0	0	0.88	0.083	0.952
25	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(c2cnc(F)cc2)C(=O)N3)cc1	1.0	1	0.833	0.111	0.929
25	Cc1cc(SC2=C(O)CC(c3ccccc3)CC2=O)c(Cl)cc1N	1.0	0	0.943	0.072	0.846
25	Cc1[n+]([O-])cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1	1.0	0	0.916	0.086	0.948
25	COc1cc(Cn2c(=O)n(CCCCN3CCN(c4ccccc4)CC3)c3ccccc32)ccc1	1.0	0	0.678	0.067	0.974
25	COc1ccc(SCCc2ccc(C(=O)Nc3ccc(F)cc3)cc2)cc1	1.0	0	0.649	0.034	0.989
