SMILES	Valid	Desired	CDPKit_ROCS_Aggregate_5refs_TanimotoCombo	SA	Total
Cc1ccc(C(=O)c2cc(CS)ccc2C)cc1	1.0	0.0	0.864	1.939	1.4015000112056732
O=C(c1ccc(Cl)c(F)c1)c1cc(Cl)ccc1OC(F)(F)Cl	1.0	1.0	0.995	2.33	1.6625000023841858
C=CCc1ccc(Oc2ccc(Cl)cc2OC)c(O)c1	1.0	1.0	0.916	2.089	1.5025000042915344
O=C(Nc1ccccc1F)c1ccccc1Oc1ccccc1Cl	1.0	1.0	1.178	1.662	1.4199999866485595
CC(=O)Nc1ccc(S(=O)(=O)N(C)c2ccc(Cl)cc2)cc1	1.0	0.0	0.899	1.783	1.3409999945163726
O=C(O)c1ccccc1C(=O)c1ccc(Cl)c(Cl)c1Cl	1.0	1.0	1.002	1.945	1.4734999871253969
CC(C)(C)c1cnc(NS(=O)(=O)c2cccc(Cl)c2)cn1	1.0	0.0	0.878	2.273	1.5755000104904175
CSc1ccc(S(=O)(=O)Cn2nccc2S(=O)(=O)c2ccccc2)cc1	1.0	0.0	0.89	2.571	1.7304999928474427
NC(=O)c1cnc(Oc2ccc(Cl)c(Cl)c2)c2ccccc12	1.0	1.0	1.12	2.073	1.5965000023841858
Cc1ccc(S(=O)(=O)Nc2cccc(Cl)c2)cc1	1.0	1.0	0.936	1.531	1.233499994754791
Cc1ccc(NS(=O)(=O)c2ccc(F)cc2Cl)c(F)c1	1.0	1.0	1.002	1.902	1.4519999871253968
O=C(O)c1ccc(O)cc1	1.0	0.0	0.583	1.381	0.9820000021457672
O=C(O)Cc1ccc(Cl)cc1	1.0	0.0	0.767	1.366	1.0665000097751618
O=C(NCc1ccccc1)c1ccc(Cl)cc1Cl	1.0	1.0	0.901	1.43	1.1655000114440917
O=C(c1ccc(Cl)cc1O)c1ccccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	0.908	1.973	1.4404999961853027
CCc1ccccc1NS(=O)(=O)c1ccc(C)cc1C	1.0	1.0	0.915	1.778	1.346500010728836
O=C(C1=CCCCC1)n1nccc1[N+](=O)[O-]	1.0	0.0	0.88	3.149	2.014499997615814
O=S(=O)(NCCCN1CCCCCC1)c1ccc(Cl)c(Cl)c1	1.0	1.0	0.921	1.936	1.4285000019073486
CCCCC(=O)Nc1cc(Cl)ccc1Oc1cccnc1	1.0	0.0	0.892	1.861	1.3765000097751616
Cc1ccccc1S(=O)(=O)NCc1ccc(Cl)cc1	1.0	0.0	0.891	1.626	1.258499986410141
O=C(O)c1ccccc1Oc1ccc(Cl)cc1Cl	1.0	1.0	1.075	1.642	1.3585000238418579
COc1ccccc1NC(=O)c1ccccc1C(F)(F)F	1.0	0.0	0.774	1.659	1.2164999945163726
O=S(=O)(NCCc1ccc(Cl)cc1)c1ccc(Cl)c(Cl)c1	1.0	0.0	0.881	1.756	1.3184999911785127
Cc1ccc(S(=O)(=O)CCC(=O)O)cc1	1.0	1.0	0.937	1.715	1.3259999883174896
Fc1ccccc1SSc1ccccc1C(F)(F)F	1.0	1.0	0.967	2.38	1.6735000038146972
Cc1cc(O)nnc1NS(=O)(=O)c1ccc(Cl)cc1F	1.0	0.0	0.816	2.57	1.6929999923706054
Cc1cccc(COc2ccc(NC(=O)c3ccccc3)cc2)c1	1.0	0.0	0.721	1.483	1.1020000078678132
Clc1ccc(OCc2ccccc2)cc1	1.0	1.0	1.026	1.184	1.1050000114440919
O=C(COc1ccc(Cl)cc1)NCc1ccccc1OC(F)(F)F	1.0	0.0	0.828	1.869	1.348500004529953
O=S(=O)(NCCCN1CCCC1)c1ccc(Cl)cc1F	1.0	1.0	0.902	1.994	1.44800000500679
O=C(c1ccc[nH]1)c1cnc(Cl)cc1OCc1ccc(Br)cc1	1.0	1.0	1.025	2.461	1.742999988079071
O=S(=O)(Nc1ccc(Cl)c(Cl)c1)c1ccc(Cl)c(Cl)c1	1.0	1.0	0.955	1.777	1.3659999916553498
O=S(=O)(NCCc1ccc(Cl)cc1)c1ccccc1	1.0	1.0	0.978	1.541	1.259499992609024
O=C(NCCc1ccc(Cl)cc1)c1ccccc1Oc1c(Cl)cccc1Cl	1.0	0.0	0.799	1.9	1.349500012397766
COc1ccc(S(=O)(=O)NCc2ccc(Cl)cc2)cc1	1.0	0.0	0.867	1.555	1.2109999918937682
O=S(=O)(NCCc1cccnc1)c1ccc(Cl)cc1F	1.0	1.0	1.103	1.998	1.5505000224113465
O=C(c1cccnc1)N(C(=O)c1cccc(Cl)c1)c1ccccc1	1.0	1.0	0.918	2.01	1.463999991416931
COc1ccc2ccc(CSc3ccccc3NC(C)=O)cc2c1	1.0	0.0	0.807	1.932	1.3694999907016754
Cc1ccc(S(=O)(=O)c2ncccc2N)cc1	1.0	0.0	0.868	2.036	1.4519999854564667
O=C(Nc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl	1.0	0.0	0.897	1.453	1.175000007390976
Cc1cc(C(=O)c2ccc(Cl)cc2)ccc1O	1.0	1.0	0.974	1.633	1.3034999885559082
O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)c(Cl)c1	1.0	1.0	0.994	1.704	1.3490000088214873
Cc1cccc(OCc2ccccc2Cc2cccc(Cl)c2)c1N	1.0	0.0	0.866	1.979	1.42249999833107
Fc1ccc(F)c(OCCc2cccc(Cl)c2)c1	1.0	0.0	0.885	1.755	1.3199999952316284
O=S(=O)(Nc1ccncc1Cl)c1ccc(Cl)c(Cl)c1	1.0	0.0	0.876	2.021	1.4484999935626983
CCCCOC(=O)NC1CCCCC1	1.0	0.0	0.747	1.814	1.2804999895095825
O=C1NCc2ccccc21	1.0	0.0	0.554	2.014	1.2840000100135802
CC(C)CCOc1cccc(O)c1O	1.0	0.0	0.841	1.958	1.399500010251999
COc1ccc(S(=O)(=O)Nc2c(C)cccc2C)cc1	1.0	0.0	0.89	1.66	1.2749999928474427
Cc1cc(Cl)ccc1NC(=O)c1ccccc1	1.0	1.0	0.997	1.324	1.1604999895095824
Cc1cc(C(=O)c2ccccc2)ccc1NS(C)(=O)=O	1.0	0.0	0.839	1.719	1.27899999332428
CC(=O)NC(=O)c1ncc(Cl)cc1N	1.0	0.0	0.831	2.456	1.643499985218048
CC(=O)Nc1ccccc1Oc1nc2ccccc2s1	1.0	1.0	0.95	1.941	1.4454999940395354
Cc1ccc(S(=O)(=O)CC(=O)Nc2ccc(Cl)cc2)cc1	1.0	1.0	1.13	1.696	1.412999997615814
COc1ccc2cc(SCc3ccc(Cl)cc3)c(C)cc2c1	1.0	0.0	0.822	1.937	1.3795000133514406
COC(=O)c1nc2ccccc2n1CC(=O)c1ccc(C)cc1	1.0	0.0	0.843	2.025	1.4339999973773956
O=C(O)c1ccc(Sc2ccc(Cl)c(Cl)c2)cc1	1.0	1.0	1.075	1.843	1.459000023841858
COc1cc(C(=O)c2ccc(F)cc2)ccn1	1.0	0.0	0.895	1.809	1.351999990463257
Cc1ccc(S(=O)(=O)Cc2ccc(Cl)cc2N)cc1	1.0	1.0	1.001	1.913	1.4570000233650209
O=C(O)c1ccccc1C(=O)c1ccc(I)cc1	1.0	1.0	0.967	1.724	1.3455000038146974
O=C(c1ccccn1)c1ccc(Cl)cc1O	1.0	1.0	1.014	1.928	1.4710000290870666
c1ccc(COc2ccc(CNc3ccccc3)cc2)cc1	1.0	0.0	0.737	1.427	1.0819999942779541
COc1cnc(Cl)cc1C(=O)NC1CCN(Cc2cccnc2)CC1	1.0	0.0	0.787	2.255	1.5210000002384185
O=C(CS)c1ccc(O)cc1S(=O)(=O)O	1.0	0.0	0.706	2.702	1.703999985218048
Clc1ccc(Oc2ccc(Cl)c3ncccc23)cc1	1.0	1.0	1.025	1.769	1.396999988079071
CCOc1nc(Cl)cn2c(NS(=O)(=O)c3ccc(Cl)cc3Cl)cnc12	1.0	0.0	0.866	2.852	1.8589999983310699
CCc1ccccc1NC(=O)c1ccc(Cl)c(Cl)c1O	1.0	0.0	0.896	1.906	1.4010000138282774
O=S(=O)(Nc1ccc(Cl)c(Cl)c1)c1ccc(Cl)cc1	1.0	1.0	0.98	1.625	1.3025000095367432
O=C(Nc1ccc(Br)cc1)c1ccccc1	1.0	0.0	0.857	1.242	1.04949999666214
COc1cc(Cl)cc(Cl)c1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1Cl	1.0	1.0	1.021	2.489	1.7550000138282775
CC(=O)Nc1cc(NC(=O)c2ccc(Cl)cc2)ccc1Cl	1.0	0.0	0.843	1.57	1.2064999973773958
Cc1ccc(Cl)cc1NS(=O)(=O)c1cccc(C(=O)O)c1	1.0	0.0	0.875	1.747	1.311
O=C(O)c1ccccc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1.0	1.019	1.869	1.4440000267028807
CCCCC(=O)Nc1ccc(C(=O)c2ccc(Cl)cc2Cl)cc1	1.0	0.0	0.781	1.727	1.2540000090599062
O=C(O)c1cccc(Sc2cccc(F)c2)c1I	1.0	1.0	0.959	2.325	1.6419999957084657
CC(C)(Oc1ccc(Cl)cc1Cl)C(=O)Nc1ccc(Cl)cc1[N+](=O)[O-]	1.0	0.0	0.794	2.225	1.509500014781952
O=C(NCc1ccccc1)c1ccc(Oc2ccc(Cl)cc2Cl)cc1	1.0	0.0	0.812	1.613	1.2124999883174896
COc1ccc(S(=O)(=O)Nc2cccc(C)c2)cc1	1.0	1.0	0.904	1.52	1.211999992132187
CC(C)(C)c1ccccc1Oc1ccc(Cl)cc1C(=O)Nc1ccccc1Cl	1.0	0.0	0.845	1.945	1.3950000143051149
O=C(O)c1cc(Cl)ccc1Oc1ccc(Cl)cc1Oc1ccc(Cl)cc1	1.0	1.0	1.072	1.931	1.5015000133514405
CC(=O)Nc1ccc(OCc2ccccc2)cc1	1.0	0.0	0.891	1.329	1.1099999864101409
O=C(c1ccc(Cl)cc1)c1cccc(F)c1O	1.0	1.0	1.089	1.762	1.4254999933242798
O=C(c1ccc(O)cc1)c1ccc(Cl)cc1	1.0	0.0	0.9	1.461	1.1804999880790712
O=S(=O)(NCCc1ccccc1)c1ccc(Cl)c(Cl)c1	1.0	1.0	0.928	1.667	1.2974999866485595
Cc1ccc(C(=O)c2ccc(Cl)cc2C(=O)c2ccc(Cl)cc2)c(C)c1	1.0	1.0	0.951	1.915	1.432999987602234
O=C(O)c1c(C2Cc3ccccc32)ccnc1Nc1ccc(Cl)cc1	1.0	1.0	0.923	2.759	1.8409999890327453
O=C(c1ccccc1)c1cc(F)ccc1OCc1cccc(Cl)c1	1.0	1.0	0.929	1.73	1.3295000100135803
Oc1ccccc1OCc1ccc(Cl)cc1OCc1ccc(F)cc1	1.0	0.0	0.849	1.876	1.3624999885559081
Clc1ccc(CSc2ncccc2Cl)cc1	1.0	1.0	0.954	1.812	1.3829999980926515
Clc1ccc(CNCCc2ccccc2)cc1	1.0	1.0	0.926	1.393	1.1594999995231627
Fc1ccc(C(=S)N2CCCC2)cc1	1.0	0.0	0.824	1.841	1.3325000004768373
Cc1cc(NS(=O)(=O)c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)ccc1Cl	1.0	0.0	0.713	1.79	1.2514999997615814
CC(=O)Nc1ccc(NS(=O)(=O)c2ccccc2)cc1	1.0	0.0	0.849	1.522	1.1854999885559083
Cc1ncc(Cl)nc1C(=O)Nc1ccccc1	1.0	0.0	0.834	1.981	1.4074999957084655
CC(C)(C)c1ccc(Sc2ccc(Cl)cc2N2CCCCC2)cc1	1.0	0.0	0.898	2.147	1.5225000009536742
CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(C(=O)O)cc1	1.0	1.0	0.909	1.757	1.332999989748001
Fc1ccccc1C(c1ccccc1)c1c[nH]c2ccccc12	1.0	1.0	0.978	2.392	1.684999992609024
Cc1ccc(CNc2nc(C)nn2C(=O)c2ccc(Cl)cc2Cl)cc1	1.0	1.0	0.976	2.292	1.6340000054836272
Nc1ncnc2cc(CCCO)c(O)nc12	1.0	0.0	0.816	2.852	1.8339999923706054
COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1C(=O)N1CCOCC1	1.0	0.0	0.799	1.958	1.3785000123977662
Cc1ccc(Cl)cc1S(=O)(=O)Nc1cc(Cl)ccc1C(=O)O	1.0	0.0	0.886	1.911	1.3984999887943268
Cc1ccccc1Oc1ccc(Br)cc1C(=O)O	1.0	1.0	0.943	1.723	1.3330000092983245
CC(=O)Nc1cccc(NC(=O)CCCc2ccccc2)c1	1.0	0.0	0.857	1.563	1.2099999966621398
O=C(O)c1ccc(OCCc2ccc(Cl)cc2)cc1	1.0	0.0	0.873	1.491	1.1820000128746033
Cc1nc(C)c(Oc2ccc(Cl)cc2)o1	1.0	1.0	1.022	2.381	1.7014999775886535
COc1ccc(C(=O)NCc2ccc(F)cc2)cc1	1.0	1.0	0.989	1.357	1.1730000112056733
O=C(O)c1ccnc(Oc2ccc(F)c(Cl)c2)c1	1.0	1.0	1.058	1.993	1.525499984264374
Cc1ccc(C(=O)Cc2ccc(Cl)cc2)cc1	1.0	1.0	1.026	1.439	1.2325000114440918
Clc1ccc(COc2ccc(Oc3ccccc3)cc2)cn1	1.0	0.0	0.805	1.718	1.2615000035762787
CCCCCCN1CCC(c2ccc(Cl)cc2Cl)CC1	1.0	0.0	0.862	1.912	1.386999994277954
O=C(Cc1cccc(F)c1)c1ccc(Cl)cc1Cl	1.0	1.0	0.921	1.732	1.3265000019073487
Fc1ccc(NN=C(Cc2ccccc2)c2ccccc2)cc1	1.0	0.0	0.809	1.828	1.3185000076293947
COc1ccc(NC(=O)c2cccc(C(=O)c3ccccc3)c2)cc1	1.0	0.0	0.698	1.549	1.1235000069141388
Brc1ccc(Cn2cccn2)cc1	1.0	0.0	0.852	1.788	1.3199999990463258
O=C(O)c1ccccc1	1.0	0.0	0.56	1.055	0.8075000011920929
Cc1ccc(CNC(=O)CCc2ccc(O)cc2)cc1	1.0	0.0	0.889	1.572	1.2304999992847443
O=S(=O)(NCCC(c1ccccc1)c1ccccc1)c1ccc(Cl)c(Cl)c1	1.0	0.0	0.803	1.949	1.3759999866485595
Cc1ccc(C(=O)CCCc2ccccc2)cc1	1.0	0.0	0.857	1.419	1.13799999666214
Cc1ccccc1NS(=O)(=O)c1ccc(Cl)cc1N	1.0	1.0	0.975	1.821	1.3980000119209288
O=C(Cc1cccc(Cl)c1)Nc1ccc(Cl)cc1NC1CCOC1	1.0	0.0	0.824	2.598	1.711000000476837
O=C(c1cccnc1)N(Cc1ccc(F)cc1)c1ccc(Cl)cc1	1.0	1.0	1.089	1.87	1.4794999933242798
Cc1ccc(C(=O)NCC(=O)O)cc1C(=O)c1ccc(Cl)cc1	1.0	0.0	0.859	1.806	1.332500013589859
Cc1c(C(=O)Nc2ccc(Cl)cc2)no[n+]1[O-]	1.0	1.0	1.007	2.48	1.743499984741211
COc1ccc(S(=O)(=O)N2CCC(C(=O)NCCC(C)C)CC2)cc1[SiH]	1.0	0.0	0.715	2.635	1.674999986886978
CC(C)c1ccc(CNC(=O)C2COc3ccccc3C2)cc1	1.0	0.0	0.87	2.381	1.6255000023841857
c1ccc(Oc2ccccc2-c2ccccc2)cc1	1.0	1.0	0.952	1.363	1.1575000109672546
Cc1ccc(SC(=O)Cc2ccccc2)cc1	1.0	1.0	0.903	1.828	1.3654999985694887
O=C(CNS(=O)(=O)c1ccccc1)c1ccc(Cl)cc1	1.0	1.0	1.097	1.713	1.4050000014305115
O=C(O)c1ccccc1NS(=O)(=O)c1ccc(Cl)c2ccccc12	1.0	1.0	0.938	1.871	1.4045000116825104
O=C(O)c1ccc(NC(=S)Nc2cccc(Cl)c2)cc1Cl	1.0	0.0	0.793	1.821	1.306999991416931
O=C(c1ccccc1OC(c1ccccc1)c1ccccc1)c1nc(Cl)ccc1Cl	1.0	0.0	0.754	2.215	1.4845000040531158
CSCCCNC(=O)c1ccc(Cl)c(Oc2ccc(Cl)cc2Cl)c1	1.0	1.0	0.93	2.045	1.4875000035762787
Oc1ccc(Oc2ccccc2Cl)cc1	1.0	0.0	0.845	1.493	1.169000014305115
Nc1nc(C(=O)O)ccc1NS(=O)(=O)c1ccc(F)cc1C(=O)c1ccc(Cl)cc1	1.0	0.0	0.817	2.408	1.6124999859333038
CCCCCSc1ncc(Cl)c(Oc2ccc(Cl)c(Cl)c2)n1	1.0	1.0	0.979	2.376	1.6774999861717224
Cc1ccc(N2C(=O)c3ccccc3C2(C)C)c(C)c1Cl	1.0	1.0	1.029	2.491	1.7600000219345093
COc1ccc(C(=O)Nc2ccc(C(=O)c3cccc(C(N)=O)c3)cc2)cc1	1.0	0.0	0.626	1.733	1.1794999935626984
COC(=O)c1ccccc1C(=O)Nc1ccc(Cl)cc1Oc1ccccn1	1.0	0.0	0.86	2.02	1.4400000071525574
Cc1ccc(S(=O)(=O)CCc2ccncc2)cc1C	1.0	1.0	0.926	1.971	1.4484999995231629
O=S(=O)(NCCc1ccncc1)c1ccc(Cl)c(Cl)c1	1.0	1.0	0.94	1.916	1.427999998807907
O=S(=O)(Nc1cnnc(O)c1Cl)c1ccc(Cl)cc1	1.0	1.0	0.909	2.404	1.656499989748001
CCCc1nc(C(=O)NCC)c(OC)n1Cc1ccccc1	1.0	1.0	1.024	2.284	1.654000024318695
Cc1ccccc1NC(=O)c1c(C)noc1C1(N2CCCCC2)CC1	1.0	1.0	1.063	2.581	1.821999981880188
CCCOc1ncc(NS(=O)(=O)c2ccc(Cl)cc2N)s1	1.0	0.0	0.871	2.689	1.7799999959468842
Cc1ccc(NC(=O)c2cccc(Cl)c2Cl)cc1N	1.0	0.0	0.831	1.821	1.325999985218048
CCCn1ccc2ccc(Cl)cc21	1.0	0.0	0.736	1.932	1.3340000007152557
O=C(O)c1ccccc1C(=O)c1ccc(Cl)cc1S	1.0	1.0	0.924	2.126	1.525000012397766
O=C(NCc1ccccc1)c1cc(Cl)ccc1Cl	1.0	0.0	0.876	1.427	1.1514999935626984
Clc1cccc(Oc2ccc(Cl)c3ncccc23)c1	1.0	1.0	0.992	1.852	1.4219999918937685
CCOc1ccc(CSC(=O)c2ccccc2C)cc1	1.0	0.0	0.838	1.906	1.3719999997615813
CCCCc1cc(Oc2ccccc2)ccc1OCC(=O)O	1.0	0.0	0.857	1.789	1.3229999966621397
CCCCCCCCCCCCCC(=O)c1ccc(C(=O)O)cn1	1.0	0.0	0.741	2.063	1.40199999833107
Oc1ccccc1Nc1cc(Cl)sn1	1.0	1.0	0.917	2.657	1.7869999978542328
CCCOc1cc(O)cc(OS(=O)(=O)c2ccc(C)cc2)c1	1.0	0.0	0.814	2.096	1.4550000052452088
Cc1ccc(NS(=O)(=O)C=Cc2ccccc2)cc1	1.0	1.0	0.901	1.843	1.3720000114440918
O=C(O)c1cccc(Oc2ncccc2O)c1	1.0	1.0	0.943	2.03	1.4865000092983245
Cc1ccc(S(=O)(=O)c2ccc(C)cc2)cc1	1.0	0.0	0.876	1.445	1.1604999935626985
O=S(=O)(c1cccc2cccnc12)N1CCOCC1	1.0	0.0	0.841	1.968	1.4045000102519989
O=C(c1cccc(Cl)c1)c1cn(Cc2ccc(F)cc2)c2oc(-c3ccccc3)cc12	1.0	0.0	0.0	2.414	1.207
O=C(CC1CCCC1)c1cccc(Cl)c1	1.0	0.0	0.847	1.768	1.3075000014305114
COc1ccc(OC)c(CC(=O)Nc2ccc(Cl)c(Cl)c2)c1	1.0	1.0	0.987	1.72	1.353499994277954
Cc1cccc(N(CCC(C)C)C(=O)c2ccc(Cl)cc2)c1	1.0	1.0	0.985	1.887	1.4360000071525574
CC(C)c1cccc(C(=O)O)c1	1.0	0.0	0.789	1.517	1.1529999873638153
Cc1cccc(C(=O)c2c(C(=O)c3ccccc3)cnc3ccccc23)c1O	1.0	0.0	0.864	2.126	1.4950000112056732
O=C(O)c1cccc(Oc2ccc(Cl)cc2Cl)c1N1CCCC1=O	1.0	1.0	1.02	2.227	1.6234999904632568
O=C(c1ccc(Cl)nc1)c1ccc(Cl)cc1O	1.0	1.0	1.005	2.031	1.5179999976158143
c1ccc(Oc2ccc(CN3CCCC3c3ccccc3)cc2)cc1	1.0	0.0	0.793	2.158	1.4754999914169311
COc1cc(Cl)ccc1C(=O)Nc1ccccc1	1.0	0.0	0.795	1.417	1.1060000083446502
Cc1ccc(S(=O)(=O)CC(=O)N2CCCCC2)cc1	1.0	0.0	0.895	1.859	1.3769999904632568
CCCCCC(=O)NC(=O)c1ccccc1	1.0	1.0	0.945	1.479	1.2119999964237214
Cc1ccc(C(=O)NO)cc1C(=O)Cc1ccccc1	1.0	1.0	0.903	1.819	1.3609999985694885
O=C(c1ccc(Cl)cc1O)c1ccccc1Br	1.0	1.0	0.993	1.848	1.4204999854564666
CCc1nc2ccc(C(=O)N(C)C)cn2c1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0.0	0.794	2.481	1.6375000147819518
O=S(=O)(NCCc1ccc(Cl)cc1)c1ccccc1O	1.0	1.0	0.942	1.835	1.3884999859333038
O=C(Nc1ccccc1)c1ccc(Cl)cc1Oc1ccc(Cl)cc1	1.0	1.0	0.927	1.632	1.279499993085861
CCCCC(=O)N1CCC(C(=O)c2ccc(C)cc2)CC1	1.0	0.0	0.827	1.798	1.3125000109672547
CCOC(=O)NC(=O)COc1ccc(Cl)c(Cl)c1Cl	1.0	1.0	1.049	2.097	1.573000012397766
Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1Cl	1.0	1.0	0.904	1.831	1.3674999921321869
COC(=O)c1ccc(Oc2ncccc2C(=O)NCc2ccc(C(F)(F)F)cc2)cc1F	1.0	0.0	0.0	2.229	1.1145
CCCOc1ccccc1CSc1ccc(Cl)cc1	1.0	1.0	0.969	1.758	1.363499990940094
O=C(Oc1cccc(C(=O)c2ccccc2)c1)c1ccccc1	1.0	0.0	0.832	1.564	1.1980000085830689
Cc1ccc(NS(=O)(=O)c2ccccc2)cc1	1.0	1.0	0.996	1.383	1.1894999959468842
Cc1ccc(OS(=O)(=O)NCCc2ccccc2)cc1[N+](=O)[O-]	1.0	0.0	0.788	2.223	1.5054999938011169
CC(C)(C)c1ccccc1NC(=O)c1ccccc1Oc1ccccn1	1.0	1.0	0.972	1.964	1.4680000014305115
CCOC(=O)c1ccccc1NC(=O)COc1ccc(Cl)cc1NC(C)(C)C	1.0	0.0	0.798	2.083	1.4404999890327455
Cc1cc(CN(C)c2ccc(Cl)cc2)c(SCc2ccccc2)c(C)n1	1.0	0.0	0.893	2.352	1.62250000333786
Cn1cc(Cc2ccc(Cl)cc2)nc1SCC(=O)NCc1ccccc1Cl	1.0	0.0	0.747	2.285	1.5159999895095826
CCc1ccccc1S(=O)(=O)NCC(C)c1ccccc1	1.0	0.0	0.816	2.311	1.5634999923706054
CC(=O)Nc1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1Cl	1.0	1.0	0.931	1.999	1.464999997138977
O=C(C1=NS(=O)(=O)c2ccccc21)c1ccc(Br)cc1	1.0	1.0	0.92	2.421	1.6705000083446502
O=C(O)c1ccc(Sc2ccc(Cl)cc2Cl)c(Cl)c1	1.0	1.0	0.975	2.047	1.511000011920929
O=C(O)c1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1	1.0	0.0	0.838	1.565	1.2014999997615814
Cc1nn(C)c(C)c1NS(=O)(=O)c1ccc(Cl)cc1Cl	1.0	0.0	0.852	2.166	1.5089999990463256
CCCCOc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	0.921	1.798	1.3595000019073487
Cc1ccc(F)cc1NC(=O)CCCN(c1ccc(Cl)cc1)S(=O)(=O)c1ccccc1	1.0	0.0	0.0	2.062	1.031
N#Cc1ccccc1NS(=O)(=O)c1ccc(Cl)cc1Cl	1.0	1.0	1.014	1.965	1.4895000290870666
CC(=O)Nc1ccc(S(=O)(=O)Nc2cccc(Cl)c2)cc1C(=O)c1ccccc1	1.0	0.0	0.8	1.949	1.3745000059604644
NC1=NSCCC1NC(=O)c1ccc(Cl)cc1Cl	1.0	1.0	0.987	3.249	2.1179999942779544
Brc1ccc(Oc2ccc(Br)cc2)cc1	1.0	1.0	0.953	1.428	1.190500004529953
COc1cccc(C(=O)Nc2ccc(Cl)cc2C)c1	1.0	1.0	0.983	1.476	1.2294999902248382
O=C(CCNS(=O)(=O)c1ccccc1)NO	1.0	0.0	0.788	1.807	1.297499993801117
Cc1ccccc1NC1CCCC1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0.0	0.893	2.734	1.81350000333786
COc1ccccc1CCCNC(=O)c1ccc(Cl)cc1	1.0	0.0	0.863	1.557	1.2099999878406524
O=C(NCCc1ccccn1)c1ccc(O)cc1	1.0	0.0	0.841	1.678	1.2595000102519989
N=C(N)NCCCC(C(=O)Nc1ccc(Cl)cc1Cl)c1ccc(Cl)cc1	1.0	0.0	0.826	2.643	1.7344999876022338
O=C(Nc1ccc(Br)cc1NS(=O)(=O)c1ccc(Cl)cc1)c1ccccc1	1.0	0.0	0.808	1.829	1.318500014066696
O=C(O)c1ccccc1Cc1c(Cl)cccc1NS(=O)(=O)c1ccc(Br)cc1Cl	1.0	0.0	0.884	2.287	1.58550000166893
Cc1ccc(S(=O)(=O)CC(=O)Nc2ccc(Cl)cc2)cc1F	1.0	1.0	1.057	1.877	1.4670000205039977
COc1cccc(C(=O)Oc2ccc(C)c(C)c2)c1	1.0	0.0	0.847	1.583	1.2150000014305116
CS(=O)(=O)c1ccc(C(=O)c2ccc(Cl)cc2C(=O)c2cccc(Cl)c2)cc1	1.0	0.0	0.857	2.01	1.4334999966621398
COc1cccc(S(=O)(=O)NCc2ccc(C(=O)Nc3ccc(Cl)cc3C)cc2)c1F	1.0	0.0	0.0	2.105	1.0525
Clc1ccc(NCc2ccc(Cl)s2)cc1	1.0	1.0	0.913	1.813	1.3629999938011168
Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C)cc1Cl	1.0	1.0	0.971	1.792	1.381500007867813
Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2[N+](=O)[O-])cc1	1.0	1.0	1.001	1.838	1.4195000233650208
Nc1cc(Cl)nc(SCc2ccc(C(=O)O)cn2)n1	1.0	1.0	0.922	2.44	1.680999995470047
CCCc1nc(O)c(Cc2cccc(Cl)c2)c(O)n1	1.0	1.0	1.112	2.451	1.7814999942779541
Cc1ccc(C(=O)NCc2ccccc2)cc1Cl	1.0	1.0	0.992	1.406	1.1989999918937682
Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	0.945	1.623	1.2839999964237214
CC(=O)n1cnnc1NS(=O)(=O)c1ccc(Cl)cc1Cl	1.0	1.0	0.971	2.643	1.807000007867813
COc1ccc(C(=O)NCc2ccc(C)cc2)cc1	1.0	1.0	0.93	1.333	1.1315000035762788
O=S(=O)(c1ccccc1)c1ccc(Br)c(Cl)c1	1.0	1.0	0.972	1.808	1.3900000014305114
Cc1ccccc1C(=O)Nc1ccc(Cl)cc1	1.0	0.0	0.883	1.306	1.0945000081062317
O=[N+]([O-])c1ccc(S(=O)(=O)NCCO)cc1	1.0	0.0	0.787	1.901	1.3440000002384185
Oc1nc(SCc2ccccc2)nc2ccccc12	1.0	1.0	0.954	1.899	1.4264999980926514
CC(=O)c1ccc(S(=O)(=O)NCc2cccc(C)c2)cc1	1.0	0.0	0.889	1.69	1.2894999992847442
Cc1ccc(CSc2nnc(C)c(O)n2)cc1	1.0	1.0	0.938	2.189	1.5635000116825104
Cc1ccccc1NC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1	1.0	0.0	0.854	1.79	1.3219999861717224
