SMILES	Valid	Desired	ROCS_CCR2	SA	Total
CC(=O)NC(=O)c1cccc(Oc2ccc(Cl)cc2)c1	1.0	1.0	1.029	1.698	1.3635000219345093
COc1ccc(C(=O)c2c(F)cc(Cl)cc2Br)cc1	1.0	1.0	1.024	1.987	1.5055000243186951
CC(=O)C(=NNc1cccc(Cl)c1)Sc1ccc(Cl)cc1	1.0	1.0	0.975	2.345	1.660000011920929
CCOC(=O)c1ccc(N2C(=O)c3ccccc3C2(O)c2ccccc2)cc1	1.0	1.0	1.25	2.612	1.931
Nc1ccc(C=NNC(=O)Nc2ccccc2)c(O)c1	1.0	0.0	0.853	2.106	1.479499992609024
CC(=O)c1ccc(S(=O)(=O)Nc2ccc(F)c(Cl)c2)cc1	1.0	1.0	0.914	1.745	1.3294999873638154
Cc1ccc(C(=O)Nc2ccc(C(=O)O)cc2)cc1	1.0	0.0	0.828	1.336	1.0820000045299532
Cc1ccc(NC(=O)C(=O)c2ccncc2)cc1	1.0	1.0	0.978	1.777	1.3774999926090241
Cc1ccc(Oc2ccc(S(C)(=O)=O)cc2)cc1	1.0	1.0	0.991	1.512	1.25149999833107
COc1ccc(Cn2nc(C)c(Cl)c2C(N)=O)cc1	1.0	1.0	1.006	2.095	1.550500020980835
CC(=O)CC(c1ccc(Cl)cc1)c1ccc(Cl)s1	1.0	1.0	1.243	2.667	1.955000015258789
COc1nccnc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1O	1.0	1.0	0.985	2.599	1.7920000071525575
O=C(N1CCCCCC1)N1CCCCC1	1.0	1.0	0.981	1.748	1.3645000030994416
COc1cccc(NC(=O)c2ccc(C)cc2)c1	1.0	0.0	0.883	1.31	1.0965000081062317
COc1cccc(CNC(=O)c2cccc(COc3ccccc3)c2)c1	1.0	0.0	0.757	1.626	1.1915000145435333
CCN(C(=O)c1ccc(-n2cccn2)cc1)c1ccc(Cl)cc1	1.0	1.0	0.908	1.995	1.4514999961853028
CC(C)c1ccc(C(C)N)cc1	1.0	0.0	0.69	2.112	1.4009999988079072
CC1CCCN(c2cccc(C(=O)NCc3ccccc3)n2)C1	1.0	0.0	0.824	2.353	1.5885000004768373
COc1ncc(Cl)nc1NS(=O)(=O)c1cccc(F)c1	1.0	1.0	1.048	2.321	1.6844999890327454
Cc1cccc(C(=O)Nc2cccc(C(=O)c3ccccc3)c2)c1	1.0	0.0	0.845	1.562	1.2035000143051149
COc1ccc(C(=O)NCc2ccc(F)cc2)cc1	1.0	1.0	1.048	1.357	1.2024999890327455
N#Cc1ccc(S(=O)(=O)NC2CCCCC2)cc1	1.0	1.0	0.977	1.902	1.4394999990463258
COc1ccccc1S(=O)(=O)N(C)CC1(c2ccccc2)CCCC1	1.0	1.0	0.946	2.282	1.6139999899864197
COc1nn(C)c(=O)cc1Cc1ccc(Cl)cc1	1.0	1.0	1.228	2.229	1.7285000224113465
COc1ncc(Cl)nc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1.0	1.015	2.469	1.7419999928474426
O=C(c1ccc(Cl)cc1)N1CCCN(Cc2ccccc2)CC1	1.0	1.0	0.951	1.577	1.2639999876022339
CCNC(=O)Nc1ccc(Nc2cc(Cl)ccc2Cl)cc1	1.0	0.0	0.888	1.76	1.3240000057220458
CCOc1ccc(S(=O)(=O)Nc2ccccc2C(F)(F)F)cc1	1.0	1.0	1.033	1.832	1.4324999961853027
O=S(=O)(NCCc1ccccc1)c1ccc(OCc2ccccc2)cc1	1.0	0.0	0.733	1.633	1.1829999902248383
O=C(CSc1ccccc1)NCc1ccc(Cl)cc1Cl	1.0	1.0	0.911	1.743	1.3270000066757204
Cc1cc(C)n(Cc2cc(Cl)cc(Cl)c2Cl)n1	1.0	1.0	0.98	2.232	1.6060000095367433
Cc1ccc(C(=O)NCCc2ccccc2)cc1F	1.0	0.0	0.883	1.482	1.1825000081062318
Nc1ccc(S(=O)(=O)N2CCCCC2)cc1	1.0	1.0	0.927	1.704	1.315499993085861
CNc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.028	1.861	1.4444999985694884
Cc1ccc(S(=O)(=O)Nc2cc(Cl)c(Cl)cc2C)cc1	1.0	1.0	1.063	1.78	1.4214999818801881
CCOc1ccccc1N(C(=O)c1ccncc1)S(=O)(=O)c1ccccc1	1.0	1.0	0.979	2.141	1.5599999861717224
Cc1cccc(C)c1NC(=O)c1ccccn1	1.0	1.0	1.005	1.665	1.3349999976158142
Cc1ccc(O)c(C)c1NC(=O)Nc1ccc2ccccc2c1	1.0	0.0	0.785	1.924	1.3545000131130218
Cc1ccc(F)c(Oc2ccc(C)c(Cl)c2)c1	1.0	1.0	0.965	1.733	1.3489999868869782
COc1ccc(Cn2ccc(OC)nc2=O)cc1	1.0	1.0	1.176	2.002	1.5889999995231627
O=C(NC(=O)c1ccccc1)c1ccccc1	1.0	0.0	0.874	1.304	1.0890000064373018
CN(C)C(=O)Cc1ccccc1Oc1ccccc1	1.0	1.0	1.122	1.693	1.4074999895095825
O=C(c1cccnc1Cc1ccccn1)N1CCCCC1	1.0	1.0	0.992	2.114	1.5529999918937683
O=S(=O)(c1ccc(Cl)cc1)c1cc(F)cc(C(F)(F)F)c1	1.0	0.0	0.845	2.025	1.4350000143051147
Cc1ccc(NC2=NCCCCC2)cc1	1.0	0.0	0.887	2.097	1.4920000121593475
CC(=O)c1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1	1.0	1.0	0.906	1.645	1.275500009059906
Cc1cc(C)nc(SC=Cc2ccccc2)n1	1.0	1.0	0.99	2.344	1.6670000047683715
CCCCOc1ccc(S(=O)(=O)CC)cc1	1.0	0.0	0.769	1.674	1.2214999969005584
Cc1ccc(CC(=O)Nc2nc(C)c(-c3cc(Cl)ccc3O)s2)cc1	1.0	0.0	0.8	2.166	1.4830000059604644
Cc1cccc(CN2C(=O)c3ccccc3C2N)c1	1.0	1.0	1.15	2.499	1.824499988079071
O=C(c1ccccc1Cl)c1ccccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.085	1.8	1.4425000190734862
Cc1ccc(C(=O)C=Cc2c(Cl)cccc2Cl)cc1	1.0	1.0	1.1	1.851	1.475500011920929
CCC(NS(=O)(=O)c1ccc(C)cc1)c1ccccc1C	1.0	1.0	1.066	2.271	1.6684999923706054
CCOC(=O)c1ccc(CN(C)C(=O)c2ccc(Cl)c(F)c2)cc1	1.0	1.0	0.92	1.837	1.3785000083446501
Cc1ccc(CC(=O)c2ccc(Cl)cc2)cc1	1.0	1.0	1.179	1.439	1.3090000100135804
Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2Cl)c(F)c1C	1.0	1.0	1.043	2.127	1.584999991416931
FC1(F)COC(c2ccc(Cl)c(Cc3ccc(OCc4ccccc4)cc3)c2)O1	1.0	1.0	0.918	2.934	1.9259999914169312
COc1ccc(S(=O)(=O)Nc2ccc(C)cc2)cc1	1.0	1.0	0.954	1.457	1.2054999980926513
Cc1ccccc1C(=O)c1ccc(Cl)cc1Cl	1.0	1.0	1.009	1.608	1.3084999718666077
Cc1ccc2ccc(C(=O)c3ccccc3)cc2n1	1.0	1.0	1.142	1.69	1.4159999799728393
COc1cc(Cl)cc(CSc2nc3ccccc3s2)c1O	1.0	0.0	0.89	2.171	1.5304999928474425
COc1ncc(F)nc1NS(=O)(=O)c1cccc(Cl)c1C	1.0	1.0	1.014	2.549	1.7815000290870666
Cc1ccc(S(=O)(=O)Nc2cccnc2)cc1Cl	1.0	1.0	0.977	1.849	1.4129999990463258
Cc1cc(C)n2nc(SCc3ccc(Cl)cc3)nc2n1	1.0	1.0	1.219	2.194	1.706499990940094
COc1nc(F)c(Nc2ccc(F)cc2C(=O)O)cc1F	1.0	1.0	0.991	2.495	1.74299999833107
Cc1c(Cl)cc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)c(C)c1C	1.0	1.0	0.978	2.274	1.625999992609024
CCNc1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1	1.0	1.0	0.984	1.661	1.322500013589859
CCOC(=O)c1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1	1.0	1.0	0.923	1.594	1.2584999890327455
O=C(NCc1ccccc1)c1cccc(Oc2ncccc2-c2cccc(Cl)c2)c1	1.0	0.0	0.777	1.946	1.36150000500679
CC(=O)Cn1c(C)cc(=O)nc1CN1CCCCC1	1.0	1.0	1.022	2.437	1.7294999775886535
CSc1ccccc1C(=O)NCCc1ccccn1	1.0	0.0	0.867	1.874	1.3704999918937684
CCOc1ccc(S(=O)(=O)Nc2ccc(C(C)C)cc2)cc1F	1.0	0.0	0.884	1.832	1.35800000166893
Cc1ccc(C)c(CSc2nc(C(=O)c3ccccc3)c(C)c(Cc3ccc(Cl)cc3)c2N)c1	1.0	0.0	0.0	2.59	1.295
Cc1ncccc1-c1ccc(CN)cc1	1.0	1.0	0.932	1.8	1.3659999907016753
Cc1cnc(C)n1Cc1ccc(C(=O)Nc2ccccc2C(F)(F)F)cc1	1.0	0.0	0.775	2.12	1.447499988079071
CC(=O)c1ccc(Sc2ccc(C)nn2)cc1	1.0	1.0	0.959	2.145	1.5519999957084656
COc1ccc(N=Nc2ccc(NS(C)(=O)=O)cc2)cc1	1.0	0.0	0.795	2.088	1.4415000083446503
O=Cc1cccnc1Oc1ccc(Cl)cc1N1CCCC1	1.0	1.0	1.094	2.316	1.704999990940094
O=C(c1ccc(Cl)nc1)N1CCCCCC1[O-]	1.0	1.0	0.967	3.097	2.032000003814697
O=C(C1CCN(Cc2ccc(Cl)cc2)CC1)N1CCCCC1	1.0	0.0	0.818	1.746	1.2820000092983246
Cc1ccc(C(=O)NCc2ccc(Cl)cc2)cn1	1.0	1.0	1.052	1.615	1.3335000228881837
Cc1ccc(S(=O)(=O)NC(=O)N2CCCCCC2)cc1	1.0	1.0	1.009	1.859	1.4339999718666077
Cc1ccc(S(=O)(=O)NC2CCCCCCC2)cc1	1.0	1.0	0.91	1.719	1.314500013113022
O=C(NC(Cc1ccccc1)C(=O)O)c1ccccc1O	1.0	0.0	0.879	2.051	1.465000004053116
O=C1c2ccccc2C(=O)c2cc(O)ccc21	1.0	1.0	0.913	1.816	1.3644999938011169
O=S(=O)(Nc1ncnc2ncccc12)c1ccccc1	1.0	1.0	1.013	2.045	1.5290000057220459
COc1ccc(NC(=O)c2cc(C)n(-c3ccccc3)n2)cc1	1.0	0.0	0.859	1.736	1.297500013589859
CCCC(=O)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1	1.0	0.0	0.875	1.743	1.3090000000000002
COc1ccccc1Nc1ccc(Cl)cc1NS(=O)(=O)c1ccccc1	1.0	1.0	0.932	1.849	1.3904999907016755
O=C(COc1cccc(Cl)c1)NNC(=O)c1ccccc1	1.0	0.0	0.743	1.631	1.1869999854564668
Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2cccc(Cl)c2)cc1	1.0	1.0	1.054	1.903	1.4785000100135803
Cc1cccc(OCC(=O)NCc2ccccc2)c1	1.0	0.0	0.864	1.447	1.1555000112056732
O=C(c1cccc(CO)c1)c1c[nH]c2c(C(=O)O)cccc12	1.0	0.0	0.861	2.143	1.5020000007152556
O=c1ccc(Cl)ccn1	1.0	0.0	0.76	2.162	1.4609999952316284
CC(=O)c1ccc(C(=O)NCc2ccc(F)cc2)c2ccccc12	1.0	0.0	0.88	1.779	1.3294999976158142
O=C(c1cnc(Cl)nc1Nc1cccc(Cl)c1Cl)N1CCCCC1	1.0	1.0	0.95	2.295	1.6224999940395355
CC(=O)c1ccc(N2C(=O)c3c(c(O)n(C)c3C3=CCCC3)C2c2cccc(Cl)c2)cc1	1.0	0.0	0.0	3.307	1.6535
Cc1ccc(C(=O)NCCCN2C(=O)c3ccccc3C2(O)c2ccccc2)cc1	1.0	0.0	0.892	2.632	1.7620000097751618
Cc1ccc(C(=O)C2CCN(C)C(=O)C2)cc1	1.0	1.0	1.085	2.397	1.7410000190734862
Cc1ccc(CN2C(=O)c3ccccc3S2(=O)=O)cc1	1.0	1.0	1.128	2.014	1.5710000104904174
O=C(Nc1ccc(F)cc1)Oc1ccccc1C(=O)c1ccccc1	1.0	1.0	0.948	1.738	1.3430000069141388
CC(=O)c1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1	1.0	1.0	0.933	1.56	1.2465000140666962
O=C(CCCNCc1ccccc1)Nc1ccc(Cl)cc1	1.0	1.0	1.003	1.537	1.2700000104904174
O=S1(=O)NCN(Cc2ccc(Sc3ccccc3)cc2)c2ccccc21	1.0	1.0	0.917	2.527	1.7219999978542329
Cc1cccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)c1C	1.0	1.0	1.089	1.945	1.51699999332428
COc1ccc2c(ccn2Cc2cccc(Oc3cccc(Cl)c3)c2)c1N	1.0	0.0	0.9	2.154	1.526999988079071
CC(=O)c1ccc(NC(=O)c2ccccc2)cc1	1.0	0.0	0.838	1.286	1.0619999997615814
Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3cccc(C)c3)cc2)cc1	1.0	0.0	0.685	1.682	1.1835000011920929
Cc1ccc(S(=O)(=O)Nc2cc(Cl)c(Cl)cc2Cl)cc1	1.0	1.0	1.063	1.804	1.4334999818801881
COc1nc(Cl)c(Cl)cc1NS(=O)(=O)c1ccccc1C	1.0	1.0	1.113	2.221	1.667000017642975
Cc1ccc(S(=O)(=O)NCCc2ccc(Cl)cc2)cc1C	1.0	1.0	1.007	1.714	1.360499984741211
Cc1ccc(CNC(=O)c2ccc(C)o2)cc1	1.0	1.0	1.173	1.665	1.4189999890327454
N#Cc1ccnc(C(=O)Nc2ccc(Cl)c(Cl)c2)c1	1.0	1.0	0.92	1.97	1.4450000083446501
COc1ccc(OC)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(C)cc2)c1Cl	1.0	0.0	0.0	2.405	1.2025
CN(C)c1ccc(Cc2ccc(Cl)cc2)cc1	1.0	1.0	0.962	1.554	1.2580000061988832
Cc1cc(C(=O)c2ccc(Cl)cc2)c(Cl)cc1Cl	1.0	1.0	1.007	1.753	1.379999984741211
CCn1cnc(CC(=O)N2CCCCC2)c1Cc1ccc(C)cc1	1.0	1.0	1.041	2.369	1.7050000042915345
Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)s1	1.0	1.0	1.059	1.996	1.5275000076293945
CCCCc1nc2ccccc2c(=O)n1Nc1ccc(Cl)cc1	1.0	1.0	1.326	2.094	1.7099999876022338
Cc1ccc(CCNC(=O)c2cc3ccccc3n2Cc2cccc(Cl)c2)cc1	1.0	0.0	0.826	1.97	1.3979999876022338
O=S(=O)(c1ccccc1)c1ccc(Cl)cc1	1.0	0.0	0.844	1.451	1.147499990940094
COc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C)cc1	1.0	1.0	0.967	1.684	1.3255000038146973
CC(O)c1cncc(C(=O)c2ccc(F)cc2)c1	1.0	1.0	1.105	2.451	1.7780000095367432
CC1Cc2ccccc2N1C(=O)c1ccccc1O	1.0	1.0	1.045	2.338	1.691499978542328
O=C(NCC(=O)N1C(=O)Cc2ccccc21)c1ccccn1	1.0	1.0	0.934	2.236	1.5850000076293946
COc1ccc(CCc2ccc(Cl)cc2)cc1	1.0	1.0	0.98	1.356	1.168000009536743
Cc1ccc(S(=O)(=O)Cc2ccccc2)cc1	1.0	1.0	1.086	1.491	1.2884999828338624
CC(=O)c1ccc(Sc2ccccc2)c(C)c1C	1.0	1.0	1.018	2.097	1.55750000333786
COc1c(Cl)ccc(NC(=O)CN2C(=O)c3ccccc3C2=O)c1Cl	1.0	1.0	0.902	2.102	1.50200000500679
O=C(c1ccc(Cl)nc1)N1CCCc2ccccc21	1.0	1.0	1.08	1.966	1.5230000214576722
O=C(c1ccc(Cl)cc1)N1CCCCC1	1.0	1.0	0.998	1.415	1.2065000128746033
CS(=O)(=O)NCCNc1ccc(Cl)cc1C(=O)c1ccncc1	1.0	0.0	0.822	2.203	1.5125000133514404
Cc1ccc(Nc2ccc(C)c(C)c2)cc1	1.0	1.0	0.938	1.446	1.1920000116825102
COc1ccc2cc(C(C)C(=O)c3ccc(Cl)cc3)ccc2c1	1.0	1.0	0.992	2.312	1.6519999918937682
O=C(c1ccc(Cl)cc1)N1CCC(O)(c2ccccc2)C2CCCCC21	1.0	1.0	1.013	3.077	2.045000005722046
Cc1ccc(Cl)cc1N(C)S(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.077	1.89	1.4835000109672545
O=S(=O)(Nc1cc(Cl)ccc1CN1CCCC1)c1ccccc1	1.0	1.0	1.194	1.864	1.5290000028610229
CCCCOc1ccccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.046	1.695	1.3705000019073488
COc1ccc(NC(=O)C(=O)c2cnc(C)c(Cc3ccccc3)c2)cc1	1.0	0.0	0.866	2.078	1.4719999983310699
CC(C)c1ccccc1Sc1ccc(O)cc1	1.0	1.0	0.926	1.917	1.4214999995231627
Cc1ccc(C(=O)NCc2ccccc2)cc1	1.0	1.0	0.963	1.218	1.0904999997615814
COc1ccc(NS(=O)(=O)c2ccc(F)c(C(=O)N(C)C)c2)cc1	1.0	1.0	0.934	1.873	1.4035000076293946
Cc1ccc(CN(C)CCC(=O)NCc2ccccc2Cl)s1	1.0	1.0	0.943	2.102	1.5225000092983245
Nc1cc(F)ccc1NS(=O)(=O)c1ccccc1	1.0	1.0	1.076	1.726	1.4009999876022339
CC(=O)c1ccc(S(=O)(=O)Nc2ccc(C)cc2C(=O)c2ccc(F)cc2)cc1	1.0	1.0	1.028	1.938	1.4829999985694884
O=S(=O)(NCc1ccc(Cl)cc1)c1ccc(F)cc1	1.0	1.0	1.039	1.568	1.3035000171661377
COc1ncc(Cl)nc1NS(=O)(=O)c1ccc(C)cc1	1.0	1.0	1.076	2.213	1.644499987602234
Cc1ncc(Oc2ccc(C(=O)N3CCNCC3)cc2)cn1	1.0	0.0	0.888	2.201	1.544500005722046
O=C(O)c1ccc(Br)cc1Oc1ccc(F)c(Br)c1	1.0	1.0	0.946	2.019	1.4824999899864197
COc1ccc(C(=N)N)cc1	1.0	0.0	0.698	1.52	1.1090000069141388
O=c1cc(O)c2ccccc2n1Cc1cccc(Cl)c1	1.0	1.0	1.119	1.928	1.523499979019165
CC(=O)c1ccccc1NS(=O)(=O)c1ccccc1N(C)S(=O)(=O)c1ccccc1	1.0	1.0	1.004	2.153	1.5784999742507935
Cc1ccc(S(=O)(=O)NC2CCOC2=O)cc1	1.0	1.0	0.936	2.517	1.7264999947547912
O=C(Cn1ccccc1=O)c1ccc(F)cc1	1.0	1.0	1.038	1.784	1.4109999938011168
OCc1ccc(Cl)cc1Sc1cc(Cl)ccc1O	1.0	1.0	0.934	2.269	1.6015000076293946
O=C(c1cccnc1)N1Nc2ccccc2Cc2ccccc21	1.0	1.0	1.098	2.468	1.7830000247955322
COc1cccc(Cn2nc(C)c(Br)c2Cc2ccccc2)c1	1.0	1.0	0.984	2.013	1.498500013589859
NS(=O)(=O)c1ccccc1NS(=O)(=O)Cc1ccccc1	1.0	1.0	0.951	1.93	1.4404999876022337
Nc1ccccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.093	1.654	1.373500027179718
O=C(NCCc1ccccc1)c1ccc(Cl)cc1CO	1.0	0.0	0.88	1.721	1.3004999976158143
O=C(O)c1coc2ccccc12	1.0	0.0	0.791	1.9	1.3455000042915344
O=C(c1ccncc1)c1ccc(O)cc1	1.0	1.0	0.966	1.696	1.3310000102519988
Cc1ccc(CN2C(=O)c3ccccc3S2(=O)=O)cc1Br	1.0	1.0	1.163	2.254	1.708499993801117
Cc1ccc(Cc2c(NC(=O)c3ccccc3)sc3ccccc3c2=O)cc1	1.0	1.0	0.953	2.038	1.495500004529953
Cc1ccc(OC(=O)c2ccc(Cl)cc2)cc1	1.0	1.0	1.125	1.381	1.2530000000000001
CC(=O)Nc1ccc(Nc2ccc(O)cc2)cc1	1.0	1.0	0.96	1.562	1.260999989271164
COc1ccc(C(=O)OCc2ccc(Cl)cc2)cc1Cl	1.0	1.0	0.998	1.58	1.2890000128746033
COc1ncc(Cl)nc1NS(=O)(=O)c1ccc(Cl)s1	1.0	1.0	1.06	2.614	1.8369999713897704
CCOc1ccccc1C(=O)Nc1ccc(Cl)cc1C	1.0	1.0	1.019	1.552	1.2855000267028809
CCOC(=O)c1cccc(-c2ccc(F)cc2)c1N	1.0	1.0	1.05	1.771	1.410499976158142
COc1ccc(CC(=O)OC(C)C)cc1	1.0	0.0	0.888	1.586	1.237000005722046
Cc1nc(N)ccc1NS(=O)(=O)c1ccccc1	1.0	1.0	1.109	1.939	1.5239999837875366
Cc1ccc(CN2c3ccccc3Sc3ccccc32)cc1	1.0	1.0	1.021	1.84	1.4305000138282775
COc1ncccc1CNC(=O)c1cccc(Cl)c1Oc1ccc(Cl)cc1	1.0	1.0	0.982	2.11	1.5459999966621398
Cc1nc2ccccc2n1Cc1cc(Cl)ccc1O	1.0	1.0	1.05	1.922	1.485999976158142
CCOc1ccc(Cl)cc1C(=O)c1ccccc1C(F)(F)F	1.0	1.0	0.969	1.931	1.449999990940094
CC(=O)c1c(C)n(Cc2ccc(Cl)cc2)c2ccc(Cl)cc12	1.0	1.0	1.19	1.935	1.5625000286102295
CC(=O)Nc1ccc(S(=O)(=O)NCc2ccccc2)cc1	1.0	0.0	0.883	1.575	1.2290000081062318
COc1cc(Cl)c2nc(CNC(=O)c3ccc(Cl)cc3)nn2c1	1.0	1.0	0.971	2.373	1.6720000078678132
Cc1ccc(C(=O)Nc2ccc(Cl)cc2C)cc1	1.0	0.0	0.859	1.394	1.126500013589859
O=C(c1ccc(Cl)cc1)N1Cc2ccccc2-n2cccc21	1.0	1.0	1.004	2.32	1.6619999742507934
COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)cc1	1.0	1.0	1.059	1.796	1.4275000076293947
COc1ccc(Oc2ccc(C(=O)Nc3ccc(N)cc3)cn2)cc1F	1.0	0.0	0.741	1.973	1.3569999983310699
Cc1ccc(N2C(=O)c3cccnc3C2=O)cc1C	1.0	1.0	1.079	2.02	1.5494999980926514
Clc1cccc(Cc2nc3cc(I)ccc3[nH]2)c1	1.0	1.0	1.008	2.162	1.5850000081062317
O=C(O)c1ccccc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1.0	1.001	1.869	1.4350000233650206
COc1ccc(C(=O)CCC(=O)c2ccc(C)cc2)cc1	1.0	1.0	0.939	1.568	1.2535000052452088
O=C(C1CCNCC1)N1CCCCC1	1.0	0.0	0.867	2.0	1.4334999918937683
Cc1ccc(CNC(=O)c2ccc(F)cc2)cc1	1.0	1.0	0.955	1.336	1.1454999916553499
CC(=O)c1cc(Oc2ccc(S(=O)(=O)Nc3ccc(Cl)cc3)cc2)cc(C(F)(F)F)c1	1.0	0.0	0.0	2.135	1.0675
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)Nc3ccccc3)cc2)cc1	1.0	0.0	0.724	1.576	1.1499999885559082
Cc1ccc(NC(=O)c2ccc(O)nc2)cc1	1.0	1.0	1.077	1.885	1.4810000109672545
CCCc1nnc(NC(=O)c2ccc(OCC)cc2)s1	1.0	0.0	0.837	1.873	1.3550000061988832
COc1ccc(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c(Cl)n1	1.0	1.0	1.039	2.173	1.6060000171661377
Cc1ccccc1C(=O)n1cnc2ccccc21	1.0	1.0	1.098	1.927	1.5125000247955322
Cc1ccc(S(=O)(=O)NCCc2ccccc2)cc1	1.0	1.0	1.026	1.497	1.2615000114440917
Nc1ncnc2ccc(Cc3ccc(Cl)cc3)cc12	1.0	1.0	1.158	1.911	1.5344999961853028
Cc1nc(N)n2c(C)cc(C(C)C)c(C)c12	1.0	0.0	0.772	2.973	1.8725000073909759
O=C(NC(=O)N1CC2CCCCC2C1)c1ccccc1	1.0	0.0	0.881	2.707	1.7939999911785125
Fc1ccc(F)c(SCc2ccccn2)c1	1.0	1.0	0.992	2.005	1.4984999918937683
Cc1cc(C)c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(F)cc2)c(Cl)c1	1.0	1.0	0.983	2.17	1.5764999902248382
CC(=O)NCc1c(F)cccc1Sc1ccc(C(C)=O)cc1	1.0	1.0	0.994	2.162	1.5780000088214874
COc1cc2nc(Nc3ccc(Cl)cc3)nc(Cl)c2cc1O	1.0	1.0	1.039	2.17	1.6045000171661377
COCOc1ccc(C(=O)c2ccc(N)cc2)cc1	1.0	1.0	1.021	1.774	1.3975000138282776
COc1ccc(Cl)cc1Cn1ccc(O)c(Cc2c(Cl)cccc2Cl)c1=S	1.0	1.0	0.902	2.582	1.74200000500679
COc1ccccc1Cc1ccc(=O)n(C)c1[O-]	1.0	1.0	1.037	2.513	1.7749999704360961
O=S(=O)(Nc1ccccc1S(=O)(=O)NCc1ccccc1)c1ccc(Cl)cc1	1.0	1.0	0.98	1.893	1.436500009536743
CCOc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1	1.0	1.0	0.944	1.544	1.244000002861023
O=S(=O)(Nc1cc(Cl)c(Cl)cc1Oc1ccccc1Cl)c1ccc(Cl)cc1B(O)O	1.0	1.0	1.068	2.625	1.8464999794960022
CCOc1ccc(S(=O)(=O)NCc2ccc(F)cc2)cc1	1.0	1.0	0.922	1.625	1.273499995470047
Cc1ccc(S(=O)(=O)NC(=O)NCc2ccccc2)cc1F	1.0	0.0	0.779	1.829	1.3039999921321868
COc1ccc(NS(=O)(=O)c2ccc(C(=O)N3CCCC3)cc2)cc1	1.0	0.0	0.813	1.708	1.2605000116825105
COc1nc(Cl)c(Br)cc1Cl	1.0	0.0	0.808	2.568	1.6880000140666962
COc1ccc(S(=O)(=O)N(C)C)cc1Cl	1.0	0.0	0.833	1.726	1.2795000021457672
Nc1ccc(S(=O)(=O)Nc2cc(Cl)c(Cl)cc2Cl)cc1	1.0	1.0	1.027	1.942	1.4844999752044679
CC(=O)c1ccccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.093	1.647	1.3700000271797181
Nc1ccccc1S(=O)(=O)NCc1ccc(Cl)cc1	1.0	1.0	0.923	1.754	1.3384999890327454
COc1ccccc1C(=O)c1cccn1C	1.0	1.0	1.031	1.936	1.483500009059906
O=C(c1cccc(Cl)c1)N1CCN(Cc2cccc(F)c2)CC1	1.0	0.0	0.783	1.712	1.2474999961853026
Cc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1	1.0	1.0	0.914	1.658	1.2859999873638153
COc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1	1.0	1.0	0.904	1.663	1.283499992132187
COc1nc(Cl)c(Cl)nc1NS(=O)(=O)c1ccc(Cl)s1	1.0	1.0	1.025	2.699	1.861999988079071
CC(=O)c1ccc(S(=O)(=O)NNc2ccc(Cl)cc2)cc1	1.0	1.0	0.935	1.896	1.4155000011920928
O=C(NCc1ccccc1)c1ccc(Nc2cccc(Cl)c2)cc1	1.0	0.0	0.765	1.565	1.1649999928474426
CC(=O)Nc1ccc(NC(=O)c2ccc(Cl)c(C)c2)cc1	1.0	0.0	0.794	1.552	1.173000014781952
CCOc1ccc(S(=O)(=O)Nc2ccc(C)cc2C)cc1	1.0	1.0	0.919	1.651	1.2850000147819518
CCC(=O)c1cc([N+](=O)[O-])ccc1NC(C)=O	1.0	0.0	0.802	2.008	1.4049999930858612
Cc1ccc(S(=O)(=O)NCC(=O)Nc2ccc(C)cc2C)cc1	1.0	1.0	0.94	1.747	1.343499998807907
